,Unnamed: 0,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
1930,1930,1930,392.074406037,0.1025352319507553,0.1505964152418948,10.0,O10,H16_C18_O10,0,18,16,10,0,0,True
1931,1931,1931,392.085686037,0.0279506364324828,0.269494663534054,10.0,N2O9,H16_C17_N2_O9,0,17,16,9,2,0,True
1932,1932,1932,392.089686037,0.0197980989552992,0.2115969966683205,14.0,O7,H16_C22_O7,0,22,16,7,0,0,True
1933,1933,1933,392.110716037,0.137929385607208,-0.0419855907836519,9.0,O9,H20_C19_O9,0,19,20,9,0,0,True
1934,1934,1934,392.121966037,0.0225136837838362,0.0004003855986645,9.0,N2O8,H20_C18_N2_O8,0,18,20,8,2,0,True
1935,1935,1935,392.147086037,0.1137950017476406,-0.0815280823957487,8.0,O8,H24_C20_O8,0,20,24,8,0,0,True
1936,1936,1936,392.158426037,0.0177757934774165,0.1903541911688358,8.0,N2O7,H24_C19_N2_O7,0,19,24,7,2,0,True
1937,1937,1937,392.168326037,0.0181144898831022,0.200426691208179,3.0,O10,H28_C17_O10,0,17,28,10,0,0,True
1938,1938,1938,392.183556037,0.0782023209639209,0.1339194344964217,7.0,O7,H28_C21_O7,0,21,28,7,0,0,True
1939,1939,1939,392.204656037,0.0261491283642083,0.0588799742251522,2.0,O9,H32_C18_O9,0,18,32,9,0,0,True
1940,1940,1940,392.219906037,0.0449957522622237,0.043376176803541,6.0,O6,H32_C22_O6,0,22,32,6,0,0,True
1941,1941,1941,392.240896037,0.0157659702803992,-0.3120913735870232,1.0,O8,H36_C19_O8,0,19,36,8,0,0,True
1942,1942,1942,393.069666037,0.0476340464678239,0.1782686533271695,10.0,N1O10,H15_C17_N_O10,0,17,15,10,1,0,True
1943,1943,1943,393.077796037,0.0179008832867295,0.23965993737604,10.0,O10,H16_C17_13C_O10,0,18,16,10,0,0,True
1944,1944,1944,393.080976037,0.0150611734921744,-0.2486586886285343,5.0,O10S1,H20_C14_13C_O10_S,0,15,20,10,0,1,True
1945,1945,1945,393.105986037,0.038760843867723,0.0116101003271443,9.0,N1O9,H19_C18_N_O9,0,18,19,9,1,0,True
1946,1946,1946,393.114096037,0.0245436291215192,0.0221233482668527,9.0,O9,H20_C18_13C_O9,0,19,20,9,0,0,True
1947,1947,1947,393.142366037,0.0352066888519942,-0.0024011656996825,8.0,N1O8,H23_C19_N_O8,0,19,23,8,1,0,True
1948,1948,1948,393.150586037,0.0228411904345799,0.2879024068885302,8.0,O8,H24_C19_13C_O8,0,20,24,8,0,0,True
1949,1949,1949,393.178826037,0.0190073765000582,0.187059920767082,7.0,N1O7,H27_C20_N_O7,0,20,27,7,1,0,True
1950,1950,1950,393.186946037,0.0179355266223931,0.2230007911217253,7.0,O7,H28_C20_13C_O7,0,21,28,7,0,0,True
1951,1951,1951,394.017116037,0.0195515420501767,-0.2792086828338942,11.0,O12,H10_C16_O12,0,16,10,12,0,0,True
1952,1952,1952,394.029886037,0.0167553715678278,-0.2403193345217552,19.0,O4S1,H10_C24_O4_S,0,24,10,4,0,1,True
1953,1953,1953,394.032346037,0.0284311708707134,-0.3453853505918525,15.0,O9,H10_C20_O9,0,20,10,9,0,0,True
1954,1954,1954,394.053676037,0.0745814036467435,0.1636299925119395,10.0,O11,H14_C17_O11,0,17,14,11,0,0,True
1955,1955,1955,394.068896037,0.0307490885568371,0.0720660785852921,14.0,O8,H14_C21_O8,0,21,14,8,0,0,True
1956,1956,1956,394.087646037,0.0196730091459862,0.3815674039266752,13.0,O5S1,H18_C22_O5_S,0,22,18,5,0,1,True
1957,1957,1957,394.090046037,0.1252864431628412,0.1242634784817734,9.0,O10,H18_C18_O10,0,18,18,10,0,0,True
1958,1958,1958,394.101246037,0.0331166987067458,0.0395608999505146,9.0,N2O9,H18_C17_N2_O9,0,17,18,9,2,0,True
1959,1959,1959,394.105236037,0.0153265053982678,-0.0434122625979676,13.0,O7,H18_C22_O7,0,22,18,7,0,0,True
1960,1960,1960,394.111186037,0.0164201643753155,0.1510817304177681,4.0,O12,H22_C15_O12,0,15,22,12,0,0,True
1961,1961,1961,394.126336037,0.1410200153404015,-0.1180763520419272,8.0,O9,H22_C19_O9,0,19,22,9,0,0,True
1962,1962,1962,394.137526037,0.0244485526136937,-0.2281361048578968,8.0,N2O8,H22_C18_N2_O8,0,18,22,8,2,0,True
1963,1963,1963,394.162816037,0.1270017646316361,0.1216629221797082,7.0,O8,H26_C20_O8,0,20,26,8,0,0,True
1964,1964,1964,394.174056037,0.014139954464251,0.138454064136735,7.0,N2O7,H26_C19_N2_O7,0,19,26,7,2,0,True
1965,1965,1965,394.183776037,0.0179242215717115,-0.3081633678585893,2.0,O10,H30_C17_O10,0,17,30,10,0,0,True
1966,1966,1966,394.199216037,0.0696233834323663,0.1584148254595555,6.0,O7,H30_C21_O7,0,21,30,7,0,0,True
1967,1967,1967,394.235496037,0.0295940194279389,-0.1092265927806233,5.0,O6,H34_C22_O6,0,22,34,6,0,0,True
1968,1968,1968,395.064296037,0.016616822497961,0.4541691108132038,14.0,N1O8,H13_C20_N_O8,0,20,13,8,1,0,True
1969,1969,1969,395.085266037,0.0388748652860305,0.0506169216869323,9.0,N1O10,H17_C17_N_O10,0,17,17,10,1,0,True
1970,1970,1970,395.093486037,0.0259190587498543,0.3394918032789076,9.0,O10,H18_C17_13C_O10,0,18,18,10,0,0,True
1971,1971,1971,395.121696037,0.0298525306808031,0.1632155375079975,8.0,N1O9,H21_C18_N_O9,0,18,21,9,1,0,True
1972,1972,1972,395.129686037,0.0317291448211581,-0.1300256646094415,8.0,O9,H22_C18_13C_O9,0,19,22,9,0,0,True
1973,1973,1973,395.158046037,0.0214080825954405,0.0733428063807718,7.0,N1O8,H25_C19_N_O8,0,19,25,8,1,0,True
1974,1974,1974,395.166206037,0.02323498606742,0.2103292202764357,7.0,O8,H26_C19_13C_O8,0,20,26,8,0,0,True
1975,1975,1975,395.202546037,0.0272989849120354,0.0951587999657979,6.0,O7,H30_C20_13C_O7,0,21,30,7,0,0,True
1976,1976,1976,396.009436037,0.0308877589906404,0.4816577147551656,19.0,O5S1,H8_C23_O5_S,0,23,8,5,0,1,True
1977,1977,1977,396.032916037,0.0270539268515282,0.1007820269654878,10.0,O12,H12_C16_O12,0,16,12,12,0,0,True
1978,1978,1978,396.048086037,0.0353991659870286,-0.1165691783933757,14.0,O9,H12_C20_O9,0,20,12,9,0,0,True
1979,1979,1979,396.069306037,0.0811765626820459,0.1121142166433579,9.0,O11,H16_C17_O11,0,17,16,11,0,0,True
1980,1980,1980,396.080576037,0.0142940138451978,0.2045669615929058,9.0,N2O10,H16_C16_N2_O10,0,16,16,10,2,0,True
1981,1981,1981,396.084556037,0.023673813788885,0.0967596423723369,13.0,O8,H16_C21_O8,0,21,16,8,0,0,True
1982,1982,1982,396.105696037,0.1333232115810322,0.1234443243013794,8.0,O10,H20_C18_O10,0,18,20,10,0,0,True
1983,1983,1983,396.116866037,0.0175968241485106,-0.0365624420831648,8.0,N2O9,H20_C17_N2_O9,0,17,20,9,2,0,True
1984,1984,1984,396.120986037,0.0183984208124587,0.209069963318493,12.0,O7,H20_C22_O7,0,22,20,7,0,0,True
1985,1985,1985,396.126716037,0.0274395728960347,-0.1528071637776338,3.0,O12,H24_C15_O12,0,15,24,12,0,0,True
1986,1986,1986,396.142016037,0.1177142073478581,-0.0419319317459936,7.0,O9,H24_C19_O9,0,19,24,9,0,0,True
1987,1987,1987,396.157236037,0.0161025610217872,-0.1330052695183738,11.0,O6,H24_C23_O6,0,23,24,6,0,0,True
1988,1988,1988,396.178416037,0.1129421409569303,-0.005348600280221,6.0,O8,H28_C20_O8,0,20,28,8,0,0,True
1989,1989,1989,396.214856037,0.0648472210085828,0.1321833323986305,5.0,O7,H32_C21_O7,0,21,32,7,0,0,True
1990,1990,1990,396.251156037,0.0270051264126762,-0.0836212072039538,4.0,O6,H36_C22_O6,0,22,36,6,0,0,True
1991,1991,1991,396.396756037,0.0370410804788535,0.0626468295198472,0.0,O2,H52_C26_O2,0,26,52,2,0,0,True
1992,1992,1992,397.043396037,0.0148976780651675,0.0374266392869837,14.0,N1O9,H11_C19_N_O9,0,19,11,9,1,0,True
1993,1993,1993,397.079816037,0.0188529348227115,0.1242873548991966,13.0,N1O8,H15_C20_N_O8,0,20,15,8,1,0,True
1994,1994,1994,397.091186037,0.0181477132607091,-0.1472281481310113,8.0,O8S1,H20_C17_13C_O8_S,0,18,20,8,0,1,True
1995,1995,1995,397.100976037,0.0264121543555089,0.2012687070954686,8.0,N1O10,H19_C17_N_O10,0,17,19,10,1,0,True
1996,1996,1996,397.109086037,0.0193594836207231,0.2116723160877224,8.0,O10,H20_C17_13C_O10,0,18,20,10,0,0,True
1997,1997,1997,397.116226037,0.026145020194959,0.1859505988429816,12.0,N1O7,H19_C21_N_O7,0,21,19,7,1,0,True
1998,1998,1998,397.137376037,0.023361313788885,0.2377414107094016,7.0,N1O9,H23_C18_N_O9,0,18,23,9,1,0,True
1999,1999,1999,397.145476037,0.0204222008621694,0.2229636376094062,7.0,O9,H24_C18_13C_O9,0,19,24,9,0,0,True
2000,2000,2000,397.173776037,0.0185550652452522,0.2742074290561208,6.0,N1O8,H27_C19_N_O8,0,19,27,8,1,0,True
2001,2001,2001,397.181696037,0.0259278090896733,-0.1937627053886159,6.0,O8,H28_C19_13C_O8,0,20,28,8,0,0,True
2002,2002,2002,398.025066037,0.0211311361606275,0.4287845529921105,18.0,O5S1,H10_C23_O5_S,0,23,10,5,0,1,True
2003,2003,2003,398.027576037,0.021215028981708,0.4503883921969526,14.0,O10,H10_C19_O10,0,19,10,10,0,0,True
2004,2004,2004,398.048576037,0.0361531758514893,0.1252083363316773,9.0,O12,H14_C16_O12,0,16,14,12,0,0,True
2005,2005,2005,398.063806037,0.0361656642005514,0.0596864112825218,13.0,O9,H14_C20_O9,0,20,14,9,0,0,True
2006,2006,2006,398.084866037,0.0812843945395937,-0.1147217688237084,8.0,O11,H18_C17_O11,0,17,18,11,0,0,True
2007,2007,2007,398.100116037,0.0308219190551089,-0.1299899142967713,12.0,O8,H18_C21_O8,0,21,18,8,0,0,True
2008,2008,2008,398.105996037,0.0275161838809274,-0.1132788764538118,3.0,O13,H22_C14_O13,0,14,22,13,0,0,True
2009,2009,2009,398.111546037,0.0168066660355741,0.3638954996836269,12.0,N2O7,H18_C20_N2_O7,0,20,18,7,2,0,True
2010,2010,2010,398.121296037,0.1055185031457532,-0.0029563854362434,7.0,O10,H22_C18_O10,0,18,22,10,0,0,True
2011,2011,2011,398.132696037,0.0147282236688803,0.4155473832248256,7.0,N2O9,H22_C17_N2_O9,0,17,22,9,2,0,True
2012,2012,2012,398.136496037,0.0259690667598741,-0.1438124879461042,11.0,O7,H22_C22_O7,0,22,22,7,0,0,True
2013,2013,2013,398.157746037,0.0927181516757932,0.1590198874876439,6.0,O9,H26_C19_O9,0,19,26,9,0,0,True
2014,2014,2014,398.172916037,0.0228778362751951,-0.0571736526167121,10.0,O6,H26_C23_O6,0,23,26,6,0,0,True
2015,2015,2015,398.180286037,0.0182951643753155,-0.2709325494331773,1.0,N1O8S1,H31_C15_13C_N_O8_S,0,16,31,8,1,1,True
2016,2016,2016,398.194086037,0.0759782358052739,0.04471939848055,5.0,O8,H30_C20_O8,0,20,30,8,0,0,True
2017,2017,2017,398.230416037,0.0371543555089518,-0.0946713221248689,4.0,O7,H34_C21_O7,0,21,34,7,0,0,True
2018,2018,2018,398.266876037,0.0146852851081595,0.0923777551447056,3.0,O6,H38_C22_O6,0,22,38,6,0,0,True
2019,2019,2019,398.339566037,0.1634571852304943,-0.1110233674513972,1.0,O4,H46_C24_O4,0,24,46,4,0,0,True
2020,2020,2020,399.059126037,0.0246182679424443,0.2375236997461267,13.0,N1O9,H13_C19_N_O9,0,19,13,9,1,0,True
2021,2021,2021,399.080276037,0.0178949849994174,0.2890596377298547,8.0,N1O11,H17_C16_N_O11,0,16,17,11,1,0,True
2022,2022,2022,399.095546037,0.0293782161443162,0.3239274438711008,12.0,N1O8,H17_C20_N_O8,0,20,17,8,1,0,True
2023,2023,2023,399.103586037,0.017105925230106,0.1588835637173288,12.0,O8,H18_C20_13C_O8,0,21,18,8,0,0,True
2024,2024,2024,399.116666037,0.024662001436949,0.3002881368568892,7.0,N1O10,H21_C17_N_O10,0,17,21,10,1,0,True
2025,2025,2025,399.124566037,0.0229656552196201,-0.2155141709222066,7.0,O10,H22_C17_13C_O10,0,18,22,10,0,0,True
2026,2026,2026,399.152936037,0.0144155416229756,0.0108780360084593,6.0,N1O9,H25_C18_N_O9,0,18,25,9,1,0,True
2027,2027,2027,399.161006037,0.0221082978950638,-0.078978155624417,6.0,O9,H26_C18_13C_O9,0,19,26,9,0,0,True
2028,2028,2028,399.164256037,0.0199148267893898,-0.3844858291635287,1.0,O9S1,H30_C15_13C_O9_S,0,16,30,9,0,1,True
2029,2029,2029,399.197396037,0.0231430528855489,-0.0677183775473367,5.0,O8,H30_C19_13C_O8,0,20,30,8,0,0,True
2030,2030,2030,399.200666037,0.0158790936055769,-0.3230981581582023,0.0,O8S1,H34_C16_13C_O8_S,0,17,34,8,0,1,True
2031,2031,2031,399.343006037,0.0475733402268049,0.1025058643737937,1.0,O4,H46_C23_13C_O4,0,24,46,4,0,0,True
2032,2032,2032,400.006736037,0.0141176841819099,0.1867493551656602,14.0,O11,H8_C18_O11,0,18,8,11,0,0,True
2033,2033,2033,400.040696037,0.0284562446599867,0.3764442005341011,17.0,O5S1,H12_C23_O5_S,0,23,12,5,0,1,True
2034,2034,2034,400.043046037,0.054436288787914,-0.0020172827482331,13.0,O10,H12_C19_O10,0,19,12,10,0,0,True
2035,2035,2035,400.054356037,0.0179300652452522,0.18950674796942,13.0,N2O9,H12_C18_N2_O9,0,18,12,9,2,0,True
2036,2036,2036,400.058376037,0.0143913052448638,0.1827558287018491,17.0,O7,H12_C23_O7,0,23,12,7,0,0,True
2037,2037,2037,400.064146037,0.033520616091887,-0.075575380339621,8.0,O12,H16_C16_O12,0,16,16,12,0,0,True
2038,2038,2038,400.079306037,0.0470544062390772,-0.3157249028865537,12.0,O9,H16_C20_O9,0,20,16,9,0,0,True
2039,2039,2039,400.100546037,0.0634341564235504,-0.0393476093991266,7.0,O11,H20_C17_O11,0,17,20,11,0,0,True
2040,2040,2040,400.115916037,0.0499750597110567,0.2453713937609411,11.0,O8,H20_C21_O8,0,21,20,8,0,0,True
2041,2041,2041,400.121856037,0.0198628466154025,0.4119470043532964,2.0,O13,H24_C14_O13,0,14,24,13,0,0,True
2042,2042,2042,400.136966037,0.0635337294652219,0.0468564556215589,6.0,O10,H24_C18_O10,0,18,24,10,0,0,True
2043,2043,2043,400.152276037,0.0334029112781078,0.1816033654460901,10.0,O7,H24_C22_O7,0,22,24,7,0,0,True
2044,2044,2044,400.173326037,0.0650624781544914,-0.0168901811621983,5.0,O9,H28_C19_O9,0,19,28,9,0,0,True
2045,2045,2045,400.188516037,0.0324337049497067,-0.1820117196387151,9.0,O6,H28_C23_O6,0,23,28,6,0,0,True
2046,2046,2046,400.209686037,0.0475769022583401,-0.0806252350214407,4.0,O8,H32_C20_O8,0,20,32,8,0,0,True
2047,2047,2047,400.224996037,0.0152867769136665,0.0541020680630821,8.0,O5,H32_C24_O5,0,24,32,5,0,0,True
2048,2048,2048,400.232276037,0.0174678628296244,-0.3834323443880401,-1.0,N1O7S1,H37_C16_13C_N_O7_S,0,17,37,7,1,1,True
2049,2049,2049,400.246206037,0.0298365591867645,0.255405294131275,3.0,O7,H36_C21_O7,0,21,36,7,0,0,True
2050,2050,2050,400.282476037,0.0287057871179463,-0.0331840658511779,2.0,O6,H40_C22_O6,0,22,40,6,0,0,True
2051,2051,2051,400.318866037,0.0210287474756301,-0.02195999418581,1.0,O5,H44_C23_O5,0,23,44,5,0,0,True
2052,2052,2052,401.038306037,0.0251980598761116,0.0254838498589747,13.0,N1O10,H11_C18_N_O10,0,18,11,10,1,0,True
2053,2053,2053,401.074726037,0.0319340071459085,0.1114804725245109,12.0,N1O9,H15_C19_N_O9,0,19,15,9,1,0,True
2054,2054,2054,401.086006037,0.0170861004310847,-0.3817211212584855,7.0,O9S1,H20_C16_13C_O9_S,0,17,20,9,0,1,True
2055,2055,2055,401.111146037,0.0198637811177133,0.1974614787275942,11.0,N1O8,H19_C20_N_O8,0,20,19,8,1,0,True
2056,2056,2056,401.132196037,0.0182638100023301,-0.0005584194456263,6.0,N1O10,H23_C17_N_O10,0,17,23,10,1,0,True
2057,2057,2057,401.140266037,0.0169185453804031,-0.0899710228128614,6.0,O10,H24_C17_13C_O10,0,18,24,10,0,0,True
2058,2058,2058,401.147436037,0.0163935067866713,-0.0406434106766998,10.0,N1O7,H23_C21_N_O7,0,21,23,7,1,0,True
2059,2059,2059,401.176856037,0.0142502439415122,0.4197674852428029,5.0,O9,H28_C18_13C_O9,0,19,28,9,0,0,True
2060,2060,2060,401.179946037,0.0207899275214571,-0.2830325920671316,0.0,O9S1,H32_C15_13C_O9_S,0,16,32,9,0,1,True
2061,2061,2061,402.022316037,0.0285637488349062,0.0115093113621556,13.0,O11,H10_C18_O11,0,18,10,11,0,0,True
2062,2062,2062,402.056336037,0.0265878893355081,0.3495007724485696,16.0,O5S1,H14_C23_O5_S,0,23,14,5,0,1,True
2063,2063,2063,402.058656037,0.0501942551167035,-0.1016791938296862,12.0,O10,H14_C19_O10,0,19,14,10,0,0,True
2064,2064,2064,402.079726037,0.0231765918093906,-0.2494753988038353,7.0,O12,H18_C16_O12,0,16,18,12,0,0,True
2065,2065,2065,402.092536037,0.0150085561575206,-0.1118871801156127,15.0,O4S1,H18_C24_O4_S,0,24,18,4,0,1,True
2066,2066,2066,402.095016037,0.0770008786748999,-0.1651077415410754,11.0,O9,H18_C20_O9,0,20,18,9,0,0,True
2067,2067,2067,402.106246037,0.0145984977571944,-0.1735088690615066,11.0,N2O8,H18_C19_N2_O8,0,19,18,8,2,0,True
2068,2068,2068,402.116226037,0.0383509189677269,0.0352708970703652,6.0,O11,H22_C17_O11,0,17,22,11,0,0,True
2069,2069,2069,402.129096037,0.0186779705037088,0.3220433469217622,14.0,O3S1,H22_C25_O3_S,0,25,22,3,0,1,True
2070,2070,2070,402.131536037,0.0668600479630276,0.1693550340785491,10.0,O8,H22_C21_O8,0,21,22,8,0,0,True
2071,2071,2071,402.137296037,0.015838284981941,-0.1125113248955912,1.0,O13,H26_C14_O13,0,14,26,13,0,0,True
2072,2072,2072,402.142756037,0.0169334974173754,0.1360785420770291,10.0,N2O7,H22_C20_N2_O7,0,20,22,7,2,0,True
2073,2073,2073,402.152616037,0.0361389398617422,0.0464375941712424,5.0,O10,H26_C18_O10,0,18,26,10,0,0,True
2074,2074,2074,402.167926037,0.0477091646762981,0.1805091736712116,9.0,O7,H26_C22_O7,0,22,26,7,0,0,True
2075,2075,2075,402.188896037,0.0404949888830634,-0.2159010377145702,4.0,O9,H30_C19_O9,0,19,30,9,0,0,True
2076,2076,2076,402.204196037,0.0343682096877548,-0.1066945607194504,8.0,O6,H30_C23_O6,0,23,30,6,0,0,True
2077,2077,2077,402.211546037,0.0265388097596023,-0.3680351830125856,-1.0,N1O8S1,H35_C15_13C_N_O8_S,0,16,35,8,1,1,True
2078,2078,2078,402.225396037,0.043794680133209,0.0687649270377799,3.0,O8,H34_C20_O8,0,20,34,8,0,0,True
2079,2079,2079,402.261746037,0.0288505560895568,-0.0195121710239625,2.0,O7,H38_C21_O7,0,21,38,7,0,0,True
2080,2080,2080,403.053936037,0.0234228695774593,-0.0244483409285635,12.0,N1O10,H13_C18_N_O10,0,18,13,10,1,0,True
2081,2081,2081,403.090356037,0.0416233336731523,0.0611227722135057,11.0,N1O9,H17_C19_N_O9,0,19,17,9,1,0,True
2082,2082,2082,403.126716037,0.0221928218086139,-0.0021581302270028,10.0,N1O8,H21_C20_N_O8,0,20,21,8,1,0,True
2083,2083,2083,403.134926037,0.0171938230610897,0.2561499720286867,10.0,O8,H22_C20_13C_O8,0,21,22,8,0,0,True
2084,2084,2084,403.138016037,0.0162493324983494,-0.4432353012421076,5.0,O8S1,H26_C17_13C_O8_S,0,18,26,8,0,1,True
2085,2085,2085,404.035606037,0.0258750643228863,0.3612379647584243,16.0,O6S1,H12_C22_O6_S,0,22,12,6,0,1,True
2086,2086,2086,404.038056037,0.0476297016388986,0.2340200349544878,12.0,O11,H12_C18_O11,0,18,12,11,0,0,True
2087,2087,2087,404.049326037,0.0170918591498699,0.3246460061852708,12.0,N2O10,H12_C17_N2_O10,0,17,12,10,2,0,True
2088,2088,2088,404.071946037,0.0295351579187541,0.2485819690576858,15.0,O5S1,H16_C23_O5_S,0,23,16,5,0,1,True
2089,2089,2089,404.074396037,0.0763874689308322,0.1213761636636352,11.0,O10,H16_C19_O10,0,19,16,10,0,0,True
2090,2090,2090,404.085686037,0.0235699262592722,0.2614915689574436,11.0,N2O9,H16_C18_N2_O9,0,18,16,9,2,0,True
2091,2091,2091,404.110666037,0.0828748567905549,-0.1644673245194125,10.0,O9,H20_C20_O9,0,20,20,9,0,0,True
2092,2092,2092,404.121856037,0.0226690660316905,-0.2718066305434263,10.0,N2O8,H20_C19_N2_O8,0,19,20,8,2,0,True
2093,2093,2093,404.131866037,0.0201649335896539,0.0101674734813361,5.0,O11,H24_C17_O11,0,17,24,11,0,0,True
2094,2094,2094,404.147156037,0.0699502286496563,0.0940969136713122,9.0,O8,H24_C21_O8,0,21,24,8,0,0,True
2095,2095,2095,404.168356037,0.0278329498232941,0.2687023820643901,4.0,O10,H28_C18_O10,0,18,28,10,0,0,True
2096,2096,2096,404.179556037,0.0305173744611441,0.1861078791617656,4.0,N2O9,H28_C17_N2_O9,0,17,28,9,2,0,True
2097,2097,2097,404.183536037,0.058392643889083,0.0804609716560682,8.0,O7,H28_C22_O7,0,22,28,7,0,0,True
2098,2098,2098,404.204616037,0.0326674579595324,-0.0418278250753713,3.0,O9,H32_C19_O9,0,19,32,9,0,0,True
2099,2099,2099,404.219796037,0.0323257577964192,-0.2300406880811278,7.0,O6,H32_C23_O6,0,23,32,6,0,0,True
2100,2100,2100,404.240936037,0.0273050652452522,-0.2038759379899915,2.0,O8,H36_C20_O8,0,20,36,8,0,0,True
2101,2101,2101,404.277406037,0.0160954551633073,0.0051375613512826,1.0,O7,H40_C21_O7,0,21,40,7,0,0,True
2102,2102,2102,405.069656037,0.0261028887044157,0.1483004198367717,11.0,N1O10,H15_C18_N_O10,0,18,15,10,1,0,True
2103,2103,2103,405.077616037,0.0163223450425259,-0.2117989161126968,11.0,O10,H16_C18_13C_O10,0,19,16,10,0,0,True
2104,2104,2104,405.105936037,0.0286134230941007,-0.1121583171425277,10.0,N1O9,H19_C19_N_O9,0,19,19,9,1,0,True
2105,2105,2105,405.114156037,0.0181338231581809,0.1695744248718938,10.0,O9,H20_C19_13C_O9,0,20,20,9,0,0,True
2106,2106,2106,405.117336037,0.0184196716377335,-0.3042353141353358,5.0,O9S1,H24_C16_13C_O9_S,0,17,24,9,0,1,True
2107,2107,2107,405.138546037,0.0181277064157831,-0.1053442097936616,0.0,O11S1,H28_C13_13C_O11_S,0,14,28,11,0,1,True
2108,2108,2108,405.142346037,0.0225115781195386,-0.0516954107010468,9.0,N1O8,H23_C20_N_O8,0,20,23,8,1,0,True
2109,2109,2109,405.150336037,0.0142254674938832,-0.3376795914469198,9.0,O8,H24_C20_13C_O8,0,21,24,8,0,0,True
2110,2110,2110,405.178696037,0.0183670967804574,-0.1393261800761396,8.0,N1O7,H27_C21_N_O7,0,21,27,7,1,0,True
2111,2111,2111,406.017426037,0.017901277719523,0.492557676606245,12.0,O12,H10_C17_O12,0,17,10,12,0,0,True
2112,2112,2112,406.029986037,0.0151268495863917,0.0130704633158864,20.0,O4S1,H10_C25_O4_S,0,25,10,4,0,1,True
2113,2113,2113,406.032466037,0.0171649991261796,-0.0396347614748699,16.0,O9,H10_C21_O9,0,21,10,9,0,0,True
2114,2114,2114,406.051096037,0.0158228838984038,-0.034776411467048,15.0,O6S1,H14_C22_O6_S,0,22,14,6,0,1,True
2115,2115,2115,406.053496037,0.0595434228028272,-0.2844969962542277,11.0,O11,H14_C18_O11,0,18,14,11,0,0,True
2116,2116,2116,406.068806037,0.0141358948405763,-0.1517008917072808,15.0,O8,H14_C22_O8,0,22,14,8,0,0,True
2117,2117,2117,406.087666037,0.0370991955998291,0.4195424147867071,14.0,O5S1,H18_C23_O5_S,0,23,18,5,0,1,True
2118,2118,2118,406.089996037,0.0947635769835721,-0.0025339211551406,10.0,O10,H18_C19_O10,0,19,18,10,0,0,True
2119,2119,2119,406.101246037,0.0294686626179657,0.0383919037850536,10.0,N2O9,H18_C18_N2_O9,0,18,18,9,2,0,True
2120,2120,2120,406.126436037,0.1019469081323546,0.1316412705130352,9.0,O9,H22_C20_O9,0,20,22,9,0,0,True
2121,2121,2121,406.137666037,0.0154690352052506,0.1233153292770997,9.0,N2O8,H22_C19_N2_O8,0,19,22,8,2,0,True
2122,2122,2122,406.162726037,0.0812425603906947,-0.1035176230885135,8.0,O8,H26_C21_O8,0,21,26,8,0,0,True
2123,2123,2123,406.183876037,0.0277663999087343,-0.0528652199504847,3.0,O10,H30_C18_O10,0,18,30,10,0,0,True
2124,2124,2124,406.199146037,0.0631977334071226,-0.0185943275919991,7.0,O7,H30_C22_O7,0,22,30,7,0,0,True
2125,2125,2125,406.220466037,0.015528394306575,0.4505410614777946,2.0,O9,H34_C19_O9,0,19,34,9,0,0,True
2126,2126,2126,406.235576037,0.0288229518622082,0.0909299976718061,6.0,O6,H34_C23_O6,0,23,34,6,0,0,True
2127,2127,2127,407.085246037,0.0347045819740572,-4.913063571052994e-06,10.0,N1O10,H17_C18_N_O10,0,18,17,10,1,0,True
2128,2128,2128,407.093526037,0.0232773724222299,0.4277420025473977,10.0,O10,H18_C18_13C_O10,0,19,18,10,0,0,True
2129,2129,2129,407.096696037,0.0164375072818361,-0.0683302031255018,5.0,O10S1,H22_C15_13C_O10_S,0,16,22,10,0,1,True
2130,2130,2130,407.121636037,0.0398000711192667,0.0110286449632406,9.0,N1O9,H21_C19_N_O9,0,19,21,9,1,0,True
2131,2131,2131,407.129796037,0.0244022219309487,0.1439909349383144,9.0,O9,H22_C19_13C_O9,0,20,22,9,0,0,True
2132,2132,2132,407.157946037,0.0243774758243038,-0.1744237111486751,8.0,N1O8,H25_C20_N_O8,0,20,25,8,1,0,True
2133,2133,2133,407.166046037,0.0208418348770826,-0.1888295959107383,8.0,O8,H26_C20_13C_O8,0,21,26,8,0,0,True
2134,2134,2134,408.009306037,0.0169086724241718,0.1488716043273607,20.0,O5S1,H8_C24_O5_S,0,24,8,5,0,1,True
2135,2135,2135,408.032826037,0.0288672861081983,-0.1227523786832336,11.0,O12,H12_C17_O12,0,17,12,12,0,0,True
2136,2136,2136,408.048126037,0.0232624628626354,-0.0151134134535634,15.0,O9,H12_C21_O9,0,21,12,9,0,0,True
2137,2137,2137,408.069286037,0.0737934422210571,0.0598060202312201,10.0,O11,H16_C18_O11,0,18,16,11,0,0,True
2138,2138,2138,408.080606037,0.0205533588683055,0.2720663474923658,10.0,N2O10,H16_C17_N2_O10,0,17,16,10,2,0,True
2139,2139,2139,408.105726037,0.1067517549225212,0.1933249033364607,9.0,O10,H20_C19_O10,0,19,20,10,0,0,True
2140,2140,2140,408.116996037,0.0223244470659054,0.2830487362816992,9.0,N2O9,H20_C18_N2_O9,0,18,20,9,2,0,True
2141,2141,2141,408.141956037,0.1060310958678007,-0.1877067495933696,8.0,O9,H24_C20_O9,0,20,24,9,0,0,True
