peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
573,287.043016037,0.02174384199386384,0.10052151881061246,10.0,N1O6,H9_C14_N_O6,0,14,9,6,1,0
595,289.058586037,0.03606441026835994,-0.17719591274261612,9.0,N1O6,H11_C14_N_O6,0,14,11,6,1,0
615,291.074276037,0.04106125480601188,-0.03880109277678757,8.0,N1O6,H13_C14_N_O6,0,14,13,6,1,0
633,293.089976037,0.032341201357334266,0.1318093525651519,7.0,N1O6,H15_C14_N_O6,0,14,15,6,1,0
654,295.105536037,0.02863895199813585,-0.17431729922596625,6.0,N1O6,H17_C14_N_O6,0,14,17,6,1,0
674,297.027276037,0.01654624330071071,-0.20561074662533033,12.0,N1O6,H7_C15_N_O6,0,15,7,6,1,0
697,299.042986037,0.018279787564565615,-0.003832225126793917,11.0,N1O6,H9_C15_N_O6,0,15,9,6,1,0
726,301.058696037,0.024818299982523592,0.1952443187701627,10.0,N1O6,H11_C15_N_O6,0,15,11,6,1,0
754,303.074296037,0.02826243858984815,0.028725629757257648,9.0,N1O6,H13_C15_N_O6,0,15,13,6,1,0
775,305.089896037,0.04103985834401336,-0.13559282205386405,8.0,N1O6,H15_C15_N_O6,0,15,15,6,1,0
796,307.105616037,0.029943844906598314,0.09299081001941542,7.0,N1O6,H17_C15_N_O6,0,15,17,6,1,0
818,309.121286037,0.02524507019690085,0.15684458553950573,6.0,N1O6,H19_C15_N_O6,0,15,19,6,1,0
838,311.042986037,0.029226729678822477,-0.003684378354527987,12.0,N1O6,H9_C16_N_O6,0,16,9,6,1,0
844,311.136816037,0.01820688424793196,-0.230091703256375,5.0,N1O6,H21_C15_N_O6,0,15,21,6,1,0
869,313.058556037,0.029555128354499204,-0.2594402817101656,11.0,N1O6,H11_C16_N_O6,0,16,11,6,1,0
898,315.074336037,0.03477391112276205,0.1545857420258984,10.0,N1O6,H13_C16_N_O6,0,16,13,6,1,0
923,317.089916037,0.029811406510932465,-0.06738782565048584,9.0,N1O6,H15_C16_N_O6,0,16,15,6,1,0
947,319.105586037,0.029614997184356673,-0.004518880418913433,8.0,N1O6,H17_C16_N_O6,0,16,17,6,1,0
968,321.121236037,0.02609425972853315,-0.004720958402645269,7.0,N1O6,H19_C16_N_O6,0,16,19,6,1,0
988,323.136826037,0.024052487475241757,-0.19060037423872608,6.0,N1O6,H21_C16_N_O6,0,16,21,6,1,0
1005,325.058686037,0.020742747291156938,0.15006521001081416,12.0,N1O6,H11_C17_N_O6,0,17,11,6,1,0
1010,325.152666037,0.014579037049982523,0.394694595474254,5.0,N1O6,H23_C16_N_O6,0,16,23,6,1,0
1035,327.074326037,0.022976219950289332,0.11834007415679114,11.0,N1O6,H13_C17_N_O6,0,17,13,6,1,0
1061,329.089876037,0.027316242863800536,-0.1864779334117997,10.0,N1O6,H15_C17_N_O6,0,17,15,6,1,0
1092,331.105606037,0.027051869732805156,0.056048582768854,9.0,N1O6,H17_C17_N_O6,0,17,17,6,1,0
1116,333.121216037,0.03582867295817313,-0.06458910140834495,8.0,N1O6,H19_C17_N_O6,0,17,19,6,1,0
1141,335.136896037,0.027172614713192746,0.025094223048191134,7.0,N1O6,H21_C17_N_O6,0,17,21,6,1,0
1167,337.152486037,0.0236367917200668,-0.15323630152847922,6.0,N1O6,H23_C17_N_O6,0,17,23,6,1,0
1190,339.074186037,0.019740178016622006,-0.2987369848866648,12.0,N1O6,H13_C18_N_O6,0,18,13,6,1,0
1221,341.089886037,0.020995293506543944,-0.1505995988687876,11.0,N1O6,H15_C18_N_O6,0,18,15,6,1,0
1249,343.105576037,0.023925067478348674,-0.033348335949720774,10.0,N1O6,H17_C18_N_O6,0,18,17,6,1,0
1279,345.121276037,0.027184204969125013,0.11150862792414629,9.0,N1O6,H19_C18_N_O6,0,18,19,6,1,0
1306,347.136886037,0.017229637558740147,-0.004580325565725199,8.0,N1O6,H21_C18_N_O6,0,18,21,6,1,0
1404,355.105596037,0.019084139189871452,0.024099873631820312,11.0,N1O6,H17_C19_N_O6,0,19,17,6,1,0
1433,357.121196037,0.020202665637500485,-0.11625185083086453,10.0,N1O6,H19_C19_N_O6,0,19,19,6,1,0
1466,359.136906037,0.021451676521418307,0.05126178831236598,9.0,N1O6,H21_C19_N_O6,0,19,21,6,1,0
1495,361.152526037,0.02323195803720533,-0.03229660367251756,8.0,N1O6,H23_C19_N_O6,0,19,23,6,1,0
1520,363.168226037,0.013973352120470697,0.10535613329900846,7.0,N1O6,H25_C19_N_O6,0,19,25,6,1,0
1606,369.121176037,0.019114771447434852,-0.16665529900016318,11.0,N1O6,H19_C20_N_O6,0,20,19,6,1,0
1638,371.136896037,0.02205382369218222,0.02266010227124521,10.0,N1O6,H21_C20_N_O6,0,20,21,6,1,0
1670,373.152716037,0.016281050963144198,0.4779169288304426,9.0,N1O6,H23_C20_N_O6,0,20,23,6,1,0
1701,375.168276037,0.01962392957008039,0.23525976383744923,8.0,N1O6,H25_C20_N_O6,0,20,25,6,1,0
1726,377.183846037,0.02281763369451241,0.02170824685102365,7.0,N1O6,H27_C20_N_O6,0,20,27,6,1,0
1752,379.199566037,0.014689684550856345,0.20599707123857,6.0,N1O6,H29_C20_N_O6,0,20,29,6,1,0
1865,387.168266037,0.014336612586896579,0.20213950085861632,9.0,N1O6,H25_C21_N_O6,0,21,25,6,1,0
226,245.053586037,0.0206260740708377,0.1393164677870218,4.0,N1O7,H11_C9_N_O7,0,9,11,7,1,0
292,255.037876037,0.01329188754903103,-0.10110655095511965,6.0,N1O7,H9_C10_N_O7,0,10,9,7,1,0
309,257.053636037,0.015164120451279661,0.3273246831012047,5.0,N1O7,H11_C10_N_O7,0,10,11,7,1,0
326,259.069266037,0.013135048933939183,0.24729293819028517,4.0,N1O7,H13_C10_N_O7,0,10,13,7,1,0
365,265.022316037,0.015636317187075227,0.24257579866201268,8.0,N1O7,H7_C11_N_O7,0,11,7,7,1,0
381,267.037956037,0.022012238339352983,0.20301982852685796,7.0,N1O7,H9_C11_N_O7,0,11,9,7,1,0
398,269.053496037,0.02319823706745893,-0.2076167039438478,6.0,N1O7,H11_C11_N_O7,0,11,11,7,1,0
437,273.084806037,0.015942457716804536,-0.16847513648765444,4.0,N1O7,H15_C11_N_O7,0,11,15,7,1,0
477,277.022176037,0.01774218780340984,-0.27330663954336476,9.0,N1O7,H7_C12_N_O7,0,12,7,7,1,0
491,279.037946037,0.028689433327507865,0.1584515677567947,8.0,N1O7,H9_C12_N_O7,0,12,9,7,1,0
509,281.053556037,0.0265365281175968,0.014730288581471452,7.0,N1O7,H11_C12_N_O7,0,12,11,7,1,0
529,283.069196037,0.020086908714901548,-0.02096307222327095,6.0,N1O7,H13_C12_N_O7,0,12,13,7,1,0
552,285.084766037,0.019450488368480328,-0.3016927252132516,5.0,N1O7,H15_C12_N_O7,0,12,15,7,1,0
597,289.11616603699997,0.017031638364596684,0.04788386673675332,3.0,N1O7,H19_C12_N_O7,0,12,19,7,1,0
614,291.037936037,0.03186154680764301,0.11755855784414454,9.0,N1O7,H9_C13_N_O7,0,13,9,7,1,0
631,293.053546037,0.03249952668064779,-0.019996345799488172,8.0,N1O7,H11_C13_N_O7,0,13,11,7,1,0
653,295.069216037,0.03599289050060196,0.047670171068870844,7.0,N1O7,H13_C13_N_O7,0,13,13,7,1,0
676,297.08482603699997,0.029019179142879336,-0.08754402022890335,6.0,N1O7,H15_C13_N_O7,0,13,15,7,1,0
724,301.022196037,0.021826199561148004,-0.18507605332354563,11.0,N1O7,H7_C14_N_O7,0,14,7,7,1,0
753,303.037866037,0.03565675487397569,-0.1180908525503601,10.0,N1O7,H9_C14_N_O7,0,14,9,7,1,0
773,305.053556037,0.038367770350304864,0.013571387401796512,9.0,N1O7,H11_C14_N_O7,0,14,11,7,1,0
795,307.069176037,0.05324556900267972,-0.08445653953860305,8.0,N1O7,H13_C14_N_O7,0,14,13,7,1,0
816,309.084866037,0.04259704867179308,0.0452691203287133,7.0,N1O7,H15_C14_N_O7,0,14,15,7,1,0
842,311.100516037,0.0352854540467591,0.04473795208211633,6.0,N1O7,H17_C14_N_O7,0,14,17,7,1,0
872,313.116106037,0.021322041632684766,-0.1474085781802311,5.0,N1O7,H19_C14_N_O7,0,14,19,7,1,0
897,315.037946037,0.028115636772301836,0.14034499833872635,11.0,N1O7,H9_C15_N_O7,0,15,9,7,1,0
902,315.131896037,0.014594729406967261,0.2975579468703225,4.0,N1O7,H21_C14_N_O7,0,14,21,7,1,0
922,317.053586037,0.027903607907103188,0.10767895861108584,10.0,N1O7,H11_C15_N_O7,0,15,11,7,1,0
945,319.069176037,0.032274360169326964,-0.08128017983174841,9.0,N1O7,H13_C15_N_O7,0,15,13,7,1,0
966,321.084856037,0.04487230693424987,0.012432850514758446,8.0,N1O7,H15_C15_N_O7,0,15,15,7,1,0
985,323.100526037,0.04209108848887336,0.07402649665770533,7.0,N1O7,H17_C15_N_O7,0,15,17,7,1,0
1008,325.116186037,0.03233180172045516,0.1040981699030309,6.0,N1O7,H19_C15_N_O7,0,15,19,7,1,0
1033,327.037856037,0.01852695128937046,-0.1400021408584788,12.0,N1O7,H9_C16_N_O7,0,16,9,7,1,0
1037,327.131866037,0.01605737116004505,0.1949366803349212,5.0,N1O7,H21_C15_N_O7,0,15,21,7,1,0
1059,329.053646037,0.019909189434541147,0.286093167850308,11.0,N1O7,H11_C16_N_O7,0,16,11,7,1,0
1091,331.069286037,0.042082969241523945,0.2539226788619815,10.0,N1O7,H13_C16_N_O7,0,16,13,7,1,0
1114,333.084876037,0.04372629155501184,0.07202968897736423,9.0,N1O7,H15_C16_N_O7,0,16,15,7,1,0
1139,335.100456037,0.04357385845081362,-0.13751697185971093,8.0,N1O7,H17_C16_N_O7,0,16,17,7,1,0
1161,337.022216037,0.015340729251621422,-0.10596334098950232,14.0,N1O7,H7_C17_N_O7,0,17,7,7,1,0
1165,337.116126037,0.037785526865120975,-0.07758750759679064,7.0,N1O7,H19_C16_N_O7,0,16,19,7,1,0
1187,339.037966037,0.018258014874364053,0.18940061719382478,13.0,N1O7,H9_C17_N_O7,0,17,9,7,1,0
1194,339.131756037,0.028834390413219932,-0.13631869969861823,6.0,N1O7,H21_C16_N_O7,0,16,21,7,1,0
1219,341.053606037,0.023996411268398774,0.1587433735236602,12.0,N1O7,H11_C17_N_O7,0,17,11,7,1,0
1246,343.069166037,0.0391115128257408,-0.10474272694600625,11.0,N1O7,H13_C17_N_O7,0,17,13,7,1,0
1276,345.084856037,0.029787631315779252,0.011568169242502879,10.0,N1O7,H15_C17_N_O7,0,17,15,7,1,0
1305,347.10049603699997,0.044250322828070995,-0.017522302896723543,9.0,N1O7,H17_C17_N_O7,0,17,17,7,1,0
1330,349.116136037,0.03571563458775098,-0.04627686419350065,8.0,N1O7,H19_C17_N_O7,0,17,19,7,1,0
1352,351.131786037,0.030611000669928928,-0.04622196187804527,7.0,N1O7,H21_C17_N_O7,0,17,21,7,1,0
1374,353.053536037,0.014013444696881433,-0.04492236559107108,13.0,N1O7,H11_C18_N_O7,0,18,11,7,1,0
1380,353.147386037,0.019516231212862636,-0.18775163740064926,6.0,N1O7,H23_C17_N_O7,0,17,23,7,1,0
1401,355.069146037,0.021740383121674627,-0.15752988005983273,12.0,N1O7,H13_C18_N_O7,0,18,13,7,1,0
1430,357.084896037,0.03298745825080586,0.12319759395759766,11.0,N1O7,H15_C18_N_O7,0,18,15,7,1,0
1463,359.100516037,0.02974076056351703,0.03875795037217637,10.0,N1O7,H17_C18_N_O7,0,18,17,7,1,0
1494,361.116176037,0.037542246786282964,0.06602861234083722,9.0,N1O7,H19_C18_N_O7,0,18,19,7,1,0
1518,363.131786037,0.030287608256631324,-0.044694517672210776,8.0,N1O7,H21_C18_N_O7,0,18,21,7,1,0
1550,365.147436037,0.02596587488834518,-0.04465045725558618,7.0,N1O7,H23_C18_N_O7,0,18,23,7,1,0
1573,367.069226037,0.021575340304477844,0.06556256512446355,13.0,N1O7,H13_C19_N_O7,0,19,13,7,1,0
1579,367.163186037,0.021647230232242028,0.22775159154568933,6.0,N1O7,H25_C18_N_O7,0,18,25,7,1,0
1603,369.084866037,0.020217556992504562,0.03790998027811445,12.0,N1O7,H15_C19_N_O7,0,19,15,7,1,0
1634,371.100556037,0.020941383645966833,0.14529215630306336,11.0,N1O7,H17_C19_N_O7,0,19,17,7,1,0
1667,373.116126037,0.03115369771641617,-0.07010149967976087,10.0,N1O7,H19_C19_N_O7,0,19,19,7,1,0
1699,375.131696037,0.027248139490854015,-0.2831805499079891,9.0,N1O7,H21_C19_N_O7,0,19,21,7,1,0
1724,377.147456037,0.03132731489572411,0.009799880557138695,8.0,N1O7,H23_C19_N_O7,0,19,23,7,1,0
1750,379.163116037,0.025818496592100663,0.03592649037790287,7.0,N1O7,H25_C19_N_O7,0,19,25,7,1,0
1775,381.178776037,0.02327362834479009,0.0617767868565626,6.0,N1O7,H27_C19_N_O7,0,19,27,7,1,0
1829,385.116216037,0.023949740766631714,0.16577852972298304,11.0,N1O7,H19_C20_N_O7,0,20,19,7,1,0
1863,387.131756037,0.0212773068857043,-0.1194167082180957,10.0,N1O7,H21_C20_N_O7,0,20,21,7,1,0
1897,389.147486037,0.026564727028234106,0.08658927853469836,9.0,N1O7,H23_C20_N_O7,0,20,23,7,1,0
1924,391.16308603699997,0.019946369276476757,-0.04187000405359309,8.0,N1O7,H25_C20_N_O7,0,20,25,7,1,0
1949,393.178826037,0.019007376500058255,0.18705992076708203,7.0,N1O7,H27_C20_N_O7,0,20,27,7,1,0
1997,397.116226037,0.026145020194959026,0.1859505988429816,12.0,N1O7,H19_C21_N_O7,0,21,19,7,1,0
2058,401.147436037,0.016393506786671327,-0.040643410676699805,10.0,N1O7,H23_C21_N_O7,0,21,23,7,1,0
2110,405.178696037,0.018367096780457493,-0.13932618007613964,8.0,N1O7,H27_C21_N_O7,0,21,27,7,1,0
1456,358.185316037,0.014201928958406152,-0.4557417423258181,-1.0,N1O7S1,H31_C13_13C_N_O7_S,0,14,31,7,1,1
1853,386.216616037,0.022829867179307933,-0.4230475674390535,-1.0,N1O7S1,H35_C15_13C_N_O7_S,0,16,35,7,1,1
2048,400.232276037,0.017467862829624453,-0.38343234438804014,-1.0,N1O7S1,H37_C16_13C_N_O7_S,0,17,37,7,1,1
2392,428.263626037,0.02075606091498699,-0.24193042238586981,-1.0,N1O7S1,H41_C18_13C_N_O7_S,0,19,41,7,1,1
574,287.064116037,0.013593695386228592,-0.0019995531418090366,5.0,N1O8,H13_C11_N_O8,0,11,13,8,1,0
630,293.017136037,0.01703626839877277,-0.10358438561215302,9.0,N1O8,H7_C12_N_O8,0,12,7,8,1,0
651,295.032856037,0.02142131733271195,0.13413421305653075,8.0,N1O8,H9_C12_N_O8,0,12,9,8,1,0
698,299.064126037,0.02236857499320362,0.031518323994713535,6.0,N1O8,H13_C12_N_O8,0,12,13,8,1,0
728,301.079736037,0.015385785613033515,-0.10179363250978933,5.0,N1O8,H15_C12_N_O8,0,12,15,8,1,0
756,303.095356037,0.013560587304361334,-0.20033959211572713,4.0,N1O8,H17_C12_N_O8,0,12,17,8,1,0
793,307.032816037,0.028355913093712378,-0.0013874739770536088,9.0,N1O8,H9_C13_N_O8,0,13,9,8,1,0
815,309.048496037,0.03162948682473106,0.09545427452535239,8.0,N1O8,H11_C13_N_O8,0,13,11,8,1,0
839,311.064066037,0.030028399161132473,-0.16258387104539168,7.0,N1O8,H13_C13_N_O8,0,13,13,8,1,0
870,313.07980603699997,0.022539801302963222,0.12569319141219812,6.0,N1O8,H15_C13_N_O8,0,13,15,8,1,0
899,315.095426037,0.014336697541652102,0.029445048155297925,5.0,N1O8,H17_C13_N_O8,0,13,17,8,1,0
944,319.032736037,0.02504751398112548,-0.2520932522785845,10.0,N1O8,H9_C14_N_O8,0,14,9,8,1,0
964,321.04846603699997,0.030543049001902987,-0.0015573974289707915,9.0,N1O8,H11_C14_N_O8,0,14,11,8,1,0
984,323.064126037,0.03691480130296322,0.02917687003895464,8.0,N1O8,H13_C14_N_O8,0,14,13,8,1,0
1006,325.079736037,0.02890781559478038,-0.09427840806049644,7.0,N1O8,H15_C14_N_O8,0,14,15,8,1,0
1036,327.095316037,0.026586548264010253,-0.3079285916828196,6.0,N1O8,H17_C14_N_O8,0,14,17,8,1,0
1063,329.110946037,0.013024516728805002,-0.36703732109375936,5.0,N1O8,H19_C14_N_O8,0,14,19,8,1,0
1090,331.032866037,0.0210676203444794,0.14975552305552225,11.0,N1O8,H9_C15_N_O8,0,15,9,8,1,0
1112,333.048426037,0.04246471950367005,-0.12160393758154203,10.0,N1O8,H11_C15_N_O8,0,15,11,8,1,0
1137,335.064186037,0.04669925288360713,0.20720209121666125,9.0,N1O8,H13_C15_N_O8,0,15,13,8,1,0
1163,337.079836037,0.04852286739290846,0.20574354384649132,8.0,N1O8,H15_C15_N_O8,0,15,15,8,1,0
1191,339.095376037,0.04151044093945396,-0.12009010700821841,7.0,N1O8,H17_C15_N_O8,0,15,17,8,1,0
1218,341.017056037,0.017375401714629694,-0.32359671776547544,13.0,N1O8,H7_C16_N_O8,0,16,7,8,1,0
1222,341.111076037,0.02378540186026642,0.026982413139076778,6.0,N1O8,H19_C15_N_O8,0,15,19,8,1,0
1244,343.032806037,0.02322257053671987,-0.030393594529791675,12.0,N1O8,H9_C16_N_O8,0,16,9,8,1,0
1273,345.048426037,0.03249669283273137,-0.1173748290249882,11.0,N1O8,H11_C16_N_O8,0,16,11,8,1,0
1280,345.142526037,0.023800869693968697,0.46084150162251564,4.0,N1O8,H23_C15_N_O8,0,15,23,8,1,0
1303,347.064156037,0.038763343964814165,0.11359859355953648,10.0,N1O8,H13_C16_N_O8,0,16,13,8,1,0
1328,349.079836037,0.0448622337275234,0.19867088518425852,9.0,N1O8,H15_C16_N_O8,0,16,15,8,1,0
1349,351.095436037,0.04072695177482621,0.05490814760331383,8.0,N1O8,H17_C16_N_O8,0,16,17,8,1,0
1377,353.11105603699997,0.03193751456367237,-0.03057395072124752,7.0,N1O8,H19_C16_N_O8,0,16,19,8,1,0
1405,355.126826037,0.01769855140005437,0.30729866627166164,6.0,N1O8,H21_C16_N_O8,0,16,21,8,1,0
1428,357.048476037,0.02312593450231077,0.026607031295745806,12.0,N1O8,H11_C17_N_O8,0,17,11,8,1,0
1462,359.064096037,0.037967706270146416,-0.057298961908323544,11.0,N1O8,H13_C17_N_O8,0,17,13,8,1,0
1468,359.158076037,0.015542417909433377,0.16422295340082194,4.0,N1O8,H25_C16_N_O8,0,16,25,8,1,0
1492,361.079866037,0.04164942691949202,0.27515242291678116,10.0,N1O8,H15_C17_N_O8,0,17,15,8,1,0
1516,363.095376037,0.043007155617693894,-0.11215235081959776,9.0,N1O8,H17_C17_N_O8,0,17,17,8,1,0
1547,365.111116037,0.04114610640219037,0.1347644534264348,8.0,N1O8,H19_C17_N_O8,0,17,19,8,1,0
1576,367.12672603699997,0.034295318507514855,0.024868796846451886,7.0,N1O8,H21_C17_N_O8,0,17,21,8,1,0
1601,369.048506037,0.02157200886442192,0.10703200070170539,13.0,N1O8,H11_C18_N_O8,0,18,11,8,1,0
1631,371.064106037,0.023874143170608566,-0.02849642370330451,12.0,N1O8,H13_C18_N_O8,0,18,13,8,1,0
1664,373.079856037,0.0383615747213484,0.23949832344454813,11.0,N1O8,H15_C18_N_O8,0,18,15,8,1,0
1696,375.09547603699997,0.03164736980076896,0.1580344306119418,10.0,N1O8,H17_C18_N_O8,0,18,17,8,1,0
1721,377.111116037,0.03526672152316595,0.13047613263093072,9.0,N1O8,H19_C18_N_O8,0,18,19,8,1,0
1748,379.126656037,0.02939129310847023,-0.16055320578972856,8.0,N1O8,H21_C18_N_O8,0,18,21,8,1,0
1769,381.048416037,0.021178983892578353,-0.13252909057658027,14.0,N1O8,H11_C19_N_O8,0,19,11,8,1,0
1773,381.142346037,0.024609438716066644,-0.054950598497860416,7.0,N1O8,H23_C18_N_O8,0,18,23,8,1,0
1797,383.06422603699997,0.023645517787098527,0.2856596689453287,13.0,N1O8,H13_C19_N_O8,0,19,13,8,1,0
1802,383.158166037,0.01595942439512214,0.38882637299791245,6.0,N1O8,H25_C18_N_O8,0,18,25,8,1,0
1826,385.079736037,0.03550731339081129,-0.07958871147493975,12.0,N1O8,H15_C19_N_O8,0,19,15,8,1,0
1832,385.173616037,0.019103205464289875,-0.13264667633262178,5.0,N1O8,H27_C18_N_O8,0,18,27,8,1,0
1860,387.095466037,0.03052644034719795,0.12730193021986974,11.0,N1O8,H17_C19_N_O8,0,19,17,8,1,0
1893,389.111016037,0.03481032637189794,-0.1305437211714045,10.0,N1O8,H19_C19_N_O8,0,19,19,8,1,0
1922,391.126716037,0.030705464289875334,-0.0022243429444220243,9.0,N1O8,H21_C19_N_O8,0,19,21,8,1,0
1947,393.142366037,0.03520668885199425,-0.002401165699682515,8.0,N1O8,H23_C19_N_O8,0,19,23,8,1,0
1968,395.064296037,0.016616822497961085,0.4541691108132038,14.0,N1O8,H13_C20_N_O8,0,20,13,8,1,0
1973,395.158046037,0.021408082595440598,0.07334280638077188,7.0,N1O8,H25_C19_N_O8,0,19,25,8,1,0
1993,397.079816037,0.01885293482271156,0.12428735489919666,13.0,N1O8,H15_C20_N_O8,0,20,15,8,1,0
2000,397.173776037,0.01855506524525224,0.27420742905612083,6.0,N1O8,H27_C19_N_O8,0,19,27,8,1,0
2022,399.095546037,0.029378216144316283,0.3239274438711008,12.0,N1O8,H17_C20_N_O8,0,20,17,8,1,0
2055,401.11114603699997,0.01986378111771331,0.19746147872759426,11.0,N1O8,H19_C20_N_O8,0,20,19,8,1,0
2082,403.126716037,0.022192821808613927,-0.0021581302270028834,10.0,N1O8,H21_C20_N_O8,0,20,21,8,1,0
2108,405.142346037,0.022511578119538623,-0.05169541070104682,9.0,N1O8,H23_C20_N_O8,0,20,23,8,1,0
2132,407.157946037,0.024377475824303857,-0.1744237111486751,8.0,N1O8,H25_C20_N_O8,0,20,25,8,1,0
2148,409.079846037,0.016369118703638975,0.19397680127468783,14.0,N1O8,H15_C21_N_O8,0,21,15,8,1,0
2153,409.173546037,0.015331766524913588,-0.29594288571425104,7.0,N1O8,H27_C20_N_O8,0,20,27,8,1,0
2176,411.095436037,0.01710387417957979,0.046894220639992115,13.0,N1O8,H17_C21_N_O8,0,21,17,8,1,0
2181,411.189266037,0.015637767486115967,-0.12443418206094327,6.0,N1O8,H29_C20_N_O8,0,20,29,8,1,0
2230,415.126826037,0.024730930084663483,0.262883517061784,11.0,N1O8,H21_C21_N_O8,0,21,21,8,1,0
2252,417.142336037,0.02331532292516214,-0.07418091445596181,10.0,N1O8,H23_C21_N_O8,0,21,23,8,1,0
2282,419.158036037,0.020799739795720223,0.04528602196958572,9.0,N1O8,H25_C21_N_O8,0,21,25,8,1,0
2305,421.173606037,0.02528700750514583,-0.14505182441966932,8.0,N1O8,H27_C21_N_O8,0,21,27,8,1,0
2325,423.189386037,0.016259041613266533,0.1626553082796781,7.0,N1O8,H29_C21_N_O8,0,21,29,8,1,0
2351,425.204906037,0.014345775564099576,-0.14402467871385616,6.0,N1O8,H31_C21_N_O8,0,21,31,8,1,0
2398,429.142406037,0.015234784603285565,0.09100941668512043,11.0,N1O8,H23_C22_N_O8,0,22,23,8,1,0
2424,431.158046037,0.017773269107538157,0.06721897069226612,10.0,N1O8,H25_C22_N_O8,0,22,25,8,1,0
2448,433.17364603699997,0.01535605751679677,-0.04869178951718402,9.0,N1O8,H27_C22_N_O8,0,22,27,8,1,0
2548,443.157806037,0.015232023573731018,-0.4761689788251677,11.0,N1O8,H25_C23_N_O8,0,23,25,8,1,0
2570,445.173566037,0.015175103887529613,-0.22708446250686037,10.0,N1O8,H27_C23_N_O8,0,23,27,8,1,0
2589,447.189336037,0.01710334017825935,0.04211638893080682,9.0,N1O8,H29_C23_N_O8,0,23,29,8,1,0
2015,398.180286037,0.018295164375315545,-0.2709325494331773,1.0,N1O8S1,H31_C15_13C_N_O8_S,0,16,31,8,1,1
2077,402.211546037,0.026538809759602315,-0.36803518301258564,-1.0,N1O8S1,H35_C15_13C_N_O8_S,0,16,35,8,1,1
2195,412.195956037,0.015219037632529419,-0.2133790949395464,1.0,N1O8S1,H33_C16_13C_N_O8_S,0,17,33,8,1,1
2565,444.258556037,0.02395290229717659,-0.19864558311837854,-1.0,N1O8S1,H41_C18_13C_N_O8_S,0,19,41,8,1,1
1004,325.043386037,0.015641123198959182,0.014951850118402957,8.0,N1O9,H11_C13_N_O9,0,13,11,9,1,0
1034,327.059026037,0.019716997504757465,-0.015942076279967732,7.0,N1O9,H13_C13_N_O9,0,13,13,9,1,0
1060,329.074706037,0.014450427686512097,0.07509540999822918,6.0,N1O9,H15_C13_N_O9,0,13,15,9,1,0
1135,335.027716037,0.019317831517728843,-0.044969413818445915,10.0,N1O9,H9_C14_N_O9,0,14,9,9,1,0
1162,337.043236037,0.020442383684803292,-0.4306272445510632,9.0,N1O9,H11_C14_N_O9,0,14,11,9,1,0
1188,339.059056037,0.024695643520136704,0.07310230946098696,8.0,N1O9,H13_C14_N_O9,0,14,13,9,1,0
1220,341.074776037,0.02162282394461921,0.27768690802693097,7.0,N1O9,H15_C14_N_O9,0,14,15,9,1,0
1278,345.105886037,0.013451560012039303,-0.2765412121298197,5.0,N1O9,H19_C14_N_O9,0,14,19,9,1,0
1301,347.027746037,0.014874090984115887,0.043034022923319225,11.0,N1O9,H9_C15_N_O9,0,15,9,9,1,0
1327,349.043376037,0.030806372334847957,-0.014725963574932789,10.0,N1O9,H11_C15_N_O9,0,15,11,9,1,0
1348,351.059026037,0.035656293691017124,-0.014852203061100827,9.0,N1O9,H13_C15_N_O9,0,15,13,9,1,0
1375,353.074646037,0.032813495184279,-0.09994487127645978,8.0,N1O9,H15_C15_N_O9,0,15,15,9,1,0
1402,355.090266037,0.028628514699599983,-0.18407150586274987,7.0,N1O9,H17_C15_N_O9,0,15,17,9,1,0
1431,357.106056037,0.017024216959881936,0.2088007152787187,6.0,N1O9,H19_C15_N_O9,0,15,19,9,1,0
1460,359.027786037,0.027317025661190725,0.1530076560286599,12.0,N1O9,H9_C16_N_O9,0,16,9,9,1,0
1489,361.043396037,0.029768407268243428,0.0411584871178006,11.0,N1O9,H11_C16_N_O9,0,16,11,9,1,0
1515,363.059066037,0.034786083925589344,0.09581361070094918,10.0,N1O9,H13_C16_N_O9,0,16,13,9,1,0
1545,365.074706037,0.048925656093440524,0.06769025506628969,9.0,N1O9,H15_C16_N_O9,0,16,15,9,1,0
