peakNo,mw,relativeAbundance,errorPPM,DBE,class,formula,z,C,H,O,N,S
5190,465.163506037,0.004888554110278096,0.02069809832811722,9.0,N1O10,H27_C22_N_O10,0,22,27,10,1,0
5218,466.166816037,9.655779059597895E-4,-0.0755351919785524,9.0,N1O10,H27_C21_13C_N_O10,0,22,27,10,1,0
5236,467.085236037,0.0043021298323129885,-0.021413650282805986,15.0,N1O10,H17_C23_N_O10,0,23,17,10,1,0
5246,467.179166037,0.0037106501726412856,0.04185546249352217,8.0,N1O10,H29_C22_N_O10,0,22,29,10,1,0
5272,468.182496037,0.0011172393571576623,-0.011290469037729841,8.0,N1O10,H29_C21_13C_N_O10,0,22,29,10,1,0
5291,469.100886037,0.0056822490382136305,-0.021479388052221892,14.0,N1O10,H19_C23_N_O10,0,23,19,10,1,0
5303,469.194826037,0.0028562906642266026,0.0628310423102847,7.0,N1O10,H31_C22_N_O10,0,22,31,10,1,0
5317,470.104296037,0.0012941777168885137,0.09590212312062948,14.0,N1O10,H19_C22_13C_N_O10,0,23,19,10,1,0
5347,471.116546037,0.005378926135817885,-3.183924439164761E-4,13.0,N1O10,H21_C23_N_O10,0,23,21,10,1,0
5358,471.210466037,0.001683442108296387,0.041183295860487974,6.0,N1O10,H33_C22_N_O10,0,22,33,10,1,0
5378,472.119886037,0.0014458391680863864,-0.03175041000713332,13.0,N1O10,H21_C22_13C_N_O10,0,23,21,10,1,0
5399,473.03826603699997,7.835841645223423E-4,-0.0629547377352752,19.0,N1O10,H11_C24_N_O10,0,24,11,10,1,0
5413,473.132206037,0.005272763119979374,0.020662300913621378,12.0,N1O10,H23_C23_N_O10,0,23,23,10,1,0
5446,474.135546037,0.0010414086315587258,-0.010680489953041826,12.0,N1O10,H23_C22_13C_N_O10,0,23,23,10,1,0
5466,475.05393603699997,0.0015115591302721312,-0.020742907895966882,18.0,N1O10,H13_C24_N_O10,0,24,13,10,1,0
5480,475.147846037,0.004999772507823203,-6.271730379516753E-4,11.0,N1O10,H25_C23_N_O10,0,23,25,10,1,0
5514,476.151206037,0.0011880147010500028,0.010211042131264128,11.0,N1O10,H25_C22_13C_N_O10,0,23,25,10,1,0
5545,477.163506037,0.003922976204318307,0.020177569878654975,10.0,N1O10,H27_C23_N_O10,0,23,27,10,1,0
5578,478.166866037,0.001016131723025747,0.030926442408327363,10.0,N1O10,H27_C22_13C_N_O10,0,23,27,10,1,0
5596,479.085256037,0.0026692415410825595,0.020868937174760217,16.0,N1O10,H17_C24_N_O10,0,24,17,10,1,0
5609,479.179156037,0.0032101673836883054,0.019938262985468972,9.0,N1O10,H29_C23_N_O10,0,23,29,10,1,0
5659,481.100906037,0.0030332290239574538,0.02062768935786458,15.0,N1O10,H19_C24_N_O10,0,24,19,10,1,0
5671,481.194806037,0.002310309439914261,0.019700960694534614,8.0,N1O10,H31_C23_N_O10,0,23,31,10,1,0
5714,483.116556037,0.0033314965446466036,0.02038845483568827,14.0,N1O10,H21_C24_N_O10,0,24,21,10,1,0
5743,484.119916037,9.504117608400023E-4,0.031004715008993176,14.0,N1O10,H21_C23_13C_N_O10,0,24,21,10,1,0
