mass,I
751.151673,1
751.281907,1
752.176092,1
753.094448,1
753.0945,1
753.13089,1
753.167257,1
753.167271,1
753.167281,1
753.188427,1
753.261145,1
753.276383,1
753.297482,1
753.297502,1
755.146512,1
755.182868,1
755.219277,1
755.255665,1
756.113523,1
757.089435,1
757.12584,1
757.16217,1
757.19857,1
757.271327,1
758.12915,1
759.177835,1
759.214232,1
759.250575,1
759.287,1
760.290308,1
761.15712,1
762.196905,1
763.042455,1
765.058128,1
765.094483,1
765.130935,1
765.130948,1
766.15541,1
767.073762,1
767.18291,1
768.18622,1
769.052979,1
769.052989,1
771.141402,1
771.141417,1
771.250635,1
775.063606,1
775.17275,1
776.175983,1
777.167209,1
778.15528,1
779.182857,1
779.31312,1
781.125744,1
781.125753,1
781.219703,1
785.193425,1
785.266188,1
786.160403,1
789.058105,1
789.094488,1
789.152015,1
789.224778,1
789.26113,1
789.261145,1
791.110131,1
793.219735,1
795.14141,1
797.266275,1
799.31822,1
801.297537,1
803.073782,1
803.240413,1
803.313117,1
804.134648,1
805.08938,1
805.219715,1
805.234965,1
805.256003,1
807.068682,1
809.157065,1
809.17823,1
809.214578,1
809.214623,1
813.224765,1
813.333882,1
815.131254,1
815.16759,1
816.28017,1
817.292462,1
819.17777,1
819.271655,1
821.084211,1
821.120685,1
821.157078,1
823.172647,1
823.1727,1
825.152113,1
826.11888,1
827.204057,1
827.313245,1
828.2438,1
829.183233,1
833.141825,1
833.178222,1
833.19348,1
834.087568,1
837.188318,1
837.188337,1
838.15537,1
839.240397,1
847.157455,1
848.103245,1
849.282232,1
881.141773,1
883.121038,1
883.15745,1
889.11042,1
895.1211,1
911.188787,1
