Name,m/z,I,I %,Res.,S/N
FA-HQ-250-NaOD,209.35558,3823861,1.5,1004856,4.9
FA-HQ-250-NaOD,209.36041,3715787,1.5,1386259,4.7
FA-HQ-250-NaOD,209.36236,4045806,1.6,739718,5.3
FA-HQ-250-NaOD,209.40927,3921233,1.5,846072,5.1
FA-HQ-250-NaOD,209.42003,3466616,1.4,1190235,4.2
FA-HQ-250-NaOD,209.43923999999998,3413800,1.3,919435,4.1
FA-HQ-250-NaOD,209.44187,3467202,1.4,1202070,4.2
FA-HQ-250-NaOD,209.44413,4043762,1.6,1351823,5.3
FA-HQ-250-NaOD,209.45407,3535620,1.4,628058,4.3
FA-HQ-250-NaOD,209.45778,3551976,1.4,948117,4.4
FA-HQ-250-NaOD,209.46278,4780557,1.9,1110499,6.7
FA-HQ-250-NaOD,209.46988000000002,5349035,2.1,692927,7.8
FA-HQ-250-NaOD,209.47218999999998,3921849,1.5,1144138,5.1
FA-HQ-250-NaOD,209.47795,4168871,1.6,1164639,5.6
FA-HQ-250-NaOD,209.48367,4732310,1.9,961287,6.6
FA-HQ-250-NaOD,209.49133,3444458,1.4,1000331,4.1
FA-HQ-250-NaOD,209.49428999999998,3856457,1.5,589191,4.9
FA-HQ-250-NaOD,209.50395,3499473,1.4,1166846,4.3
FA-HQ-250-NaOD,209.50963000000002,4044179,1.6,1186898,5.3
FA-HQ-250-NaOD,209.51531,3609954,1.4,908218,4.5
FA-HQ-250-NaOD,209.51575,3531722,1.4,1235407,4.3
FA-HQ-250-NaOD,209.52286999999998,3455823,1.4,659947,4.2
FA-HQ-250-NaOD,209.52513000000002,3863926,1.5,1227100,5.0
FA-HQ-250-NaOD,209.55047,4107781,1.6,821429,5.4
FA-HQ-250-NaOD,209.58327,4844681,1.9,648465,6.9
FA-HQ-250-NaOD,209.59118999999998,3448235,1.4,1386613,4.2
FA-HQ-250-NaOD,209.59747,4049886,1.6,895178,5.3
FA-HQ-250-NaOD,209.60189,3776496,1.5,1039404,4.8
FA-HQ-250-NaOD,209.61192,4210071,1.7,1133916,5.6
FA-HQ-250-NaOD,209.61398,3611496,1.4,1373949,4.5
FA-HQ-250-NaOD,209.61903,3975659,1.6,884810,5.2
FA-HQ-250-NaOD,209.62669,4244963,1.7,869369,5.7
FA-HQ-250-NaOD,209.65457,3427028,1.4,1265064,4.1
FA-HQ-250-NaOD,209.66674,3804350,1.5,1014822,4.8
FA-HQ-250-NaOD,209.66869,3469064,1.4,733963,4.2
FA-HQ-250-NaOD,209.68828,3415782,1.3,932764,4.1
FA-HQ-250-NaOD,209.69733,3659191,1.4,1064056,4.6
FA-HQ-250-NaOD,209.70316,3492656,1.4,949879,4.2
FA-HQ-250-NaOD,209.7285,3451413,1.4,1191274,4.2
FA-HQ-250-NaOD,209.73235,3711466,1.5,992562,4.7
FA-HQ-250-NaOD,209.74319,3454790,1.4,1084284,4.2
FA-HQ-250-NaOD,209.74954,3662589,1.4,816822,4.6
FA-HQ-250-NaOD,209.75279,3429078,1.4,847626,4.1
FA-HQ-250-NaOD,209.77208,3659194,1.4,974165,4.6
FA-HQ-250-NaOD,209.77545,3657997,1.4,815663,4.6
FA-HQ-250-NaOD,209.77795,3581869,1.4,1124833,4.4
FA-HQ-250-NaOD,209.78562000000002,3866516,1.5,981566,5.0
FA-HQ-250-NaOD,209.78977000000003,3557636,1.4,1102018,4.4
FA-HQ-250-NaOD,209.79731,3949455,1.6,1193438,5.1
FA-HQ-250-NaOD,209.80592000000001,3628035,1.4,863692,4.5
FA-HQ-250-NaOD,209.8205,3490495,1.4,982682,4.2
FA-HQ-250-NaOD,209.83167999999998,3567225,1.4,1040946,4.4
FA-HQ-250-NaOD,209.84614,3664004,1.4,810731,4.6
FA-HQ-250-NaOD,209.85256,4872624,1.9,1214686,6.9
FA-HQ-250-NaOD,209.87364,3945348,1.6,749988,5.1
FA-HQ-250-NaOD,209.88151000000002,3834834,1.5,811168,4.9
FA-HQ-250-NaOD,209.88263999999998,3658380,1.4,804925,4.6
FA-HQ-250-NaOD,209.88391000000001,4267841,1.7,1039915,5.7
FA-HQ-250-NaOD,209.88625,3419777,1.3,1133296,4.1
FA-HQ-250-NaOD,209.9004,3835294,1.5,1329491,4.9
FA-HQ-250-NaOD,209.90708999999998,3505284,1.4,970140,4.3
FA-HQ-250-NaOD,209.90856000000002,3683172,1.5,1199197,4.6
FA-HQ-250-NaOD,209.93127,5166576,2.0,982721,7.5
FA-HQ-250-NaOD,209.9655,3443708,1.4,750747,4.1
FA-HQ-250-NaOD,209.99322,3553281,1.4,1253377,4.4
FA-HQ-250-NaOD,210.00597000000002,3611120,1.4,838226,4.5
FA-HQ-250-NaOD,210.01542,7141202,2.8,1104318,11.3
FA-HQ-250-NaOD,210.03075,4137835,1.6,618117,5.5
FA-HQ-250-NaOD,210.03839,4441850,1.8,952906,6.1
FA-HQ-250-NaOD,210.0757,3380699,1.3,831324,4.0
FA-HQ-250-NaOD,210.07962,4751375,1.9,1012242,6.7
FA-HQ-250-NaOD,210.10172999999998,4046528,1.6,1149772,5.3
FA-HQ-250-NaOD,210.10752000000002,3615666,1.4,755588,4.5
FA-HQ-250-NaOD,210.10893,4019881,1.6,890397,5.3
FA-HQ-250-NaOD,210.11719,3506889,1.4,1229273,4.3
FA-HQ-250-NaOD,210.13608,3829843,1.5,1103887,4.9
FA-HQ-250-NaOD,210.15188999999998,3499500,1.4,925685,4.3
FA-HQ-250-NaOD,210.15433,3422986,1.4,1326708,4.1
FA-HQ-250-NaOD,210.15755,3423391,1.4,564811,4.1
FA-HQ-250-NaOD,210.16839,3426176,1.4,998400,4.1
FA-HQ-250-NaOD,210.17335,4314702,1.7,1343660,5.8
FA-HQ-250-NaOD,210.18377,4198351,1.7,897642,5.6
FA-HQ-250-NaOD,210.19267000000002,3555176,1.4,1122590,4.4
FA-HQ-250-NaOD,210.21515,4069461,1.6,1289138,5.4
FA-HQ-250-NaOD,210.21902000000003,3508108,1.4,1167805,4.3
FA-HQ-250-NaOD,210.22502999999998,3509167,1.4,1456200,4.3
FA-HQ-250-NaOD,210.22849,3952931,1.6,959360,5.1
FA-HQ-250-NaOD,210.22933999999998,4186610,1.7,1116928,5.6
FA-HQ-250-NaOD,210.23835,3384952,1.3,1260817,4.0
FA-HQ-250-NaOD,210.23952000000003,4226244,1.7,918569,5.7
FA-HQ-250-NaOD,210.25593999999998,3733043,1.5,1100968,4.7
FA-HQ-250-NaOD,210.27614,3589854,1.4,944166,4.4
FA-HQ-250-NaOD,210.29545,3491880,1.4,1039963,4.2
FA-HQ-250-NaOD,210.29607000000001,5154572,2.0,916988,7.5
FA-HQ-250-NaOD,210.32299,4563375,1.8,1203817,6.3
FA-HQ-250-NaOD,210.33312,3813957,1.5,1051162,4.9
FA-HQ-250-NaOD,210.35522000000003,3709380,1.5,1283724,4.7
FA-HQ-250-NaOD,210.3634,3421274,1.4,1036614,4.1
FA-HQ-250-NaOD,210.38087000000002,3701913,1.5,1225288,4.6
FA-HQ-250-NaOD,210.39202999999998,4269761,1.7,785004,5.7
