mass	z	intensity	Res.	
234.92142		572714	1277570	
234.93247		503404	1188187	
234.96710		1053019	1330148	
234.97974		584929	1123207	
234.98835		1306502	1023377	
234.98930		1274183	1190891	
235.01420		3461915	1047514	
235.02477		3546621	999097	
235.02573		16035005	1021486	
235.02793		570237	1376091	
235.03240		1089886	1257661	
235.04251		583136	1134575	
235.05059		662850	1446053	
235.06114		1447764	1108333	
235.06417		509396	1569491	
235.06451		1251404	1174472	
235.07422		718902	1398180	
235.08226		907831	1169960	
235.09461		558922	744176	
235.09753		1299202	1144820	
235.10089		890987	1272654	
235.11559		493281	1188093	
235.11867		1959614	1097525	
235.13395		715181	1124666	
235.13726		539625	980706	
235.14699		1036571	1058822	
235.15504	1-	47901268	986104	
235.17029		2136871	1071450	
235.18590		496458	882224	
235.30602		538896	1155686	
235.33909		595542	1300982	
235.38154		502766	728517	
235.47870		548397	1355393	
235.49365		597239	1108932	
235.51182		1468423	823952	
235.51586		841080	1165259	
235.52980		512234	1194161	
235.53409		525963	1730124	
235.59940		513712	1199838	
235.60040		541584	1076012	
235.63230		617002	1064243	
235.64919		532143	995945	
235.68953		504433	1200723	
235.74549		540196	1143721	
235.76481		512772	1066181	
235.80892		506636	875365	
235.82723		496242	717614	
235.84786		552024	1157810	
235.85487		527613	1292850	
235.93132		5048297	1095870	
235.93523		567293	965276	
235.99670		601830	1189280	
236.00383		3122359	1112480	
236.00410		760471	1631893	
236.00486		539175	962728	
236.02178		673803	1724563	
236.02203		2078555	1302046	
236.02911		791500	1061531	
236.04024		574142	1461370	
236.05166		507751	788913	
236.05955		647242	1472607	
236.07979		496762	1358046	
236.12536		515546	986659	
236.13987		497528	886748	
236.15031		552045	1077820	
236.15841	1-	4688502	1078118	
236.23416		524650	1043757	
236.24242		513223	1029297	
236.25642		513846	1157375	
236.27626		495810	1518396	
236.32063		664276	1126296	
236.35092		566722	1165879	
236.35254		501382	1714644	
236.36085		530688	947853	
236.36985		544904	765706	
236.38272		510216	1008829	
236.39943		557116	1194607	
236.41971		524788	1352931	
236.44543		574362	1172175	
236.45748		535566	748618	
236.45823		572492	1151568	
236.50144		1091541	1208455	
236.50552		1053974	1083965	
236.51961		873369	1007247	
236.55928		502554	1226095	
236.56159		525054	1195406	
236.57071		552808	1108896	
236.57470		498713	1322531	
236.59002		627068	728518	
236.60264		546231	778402	
236.62765		497560	988251	
236.65115		531741	1328768	
236.66153		505175	1257064	
236.67211		554618	836466	
236.68026		507171	1583130	
236.72159		503296	1302222	
236.73793		507586	1010162	
236.74368		509407	869253	
236.78202		502513	1073444	
236.81479		564697	1163637	
236.84764		508526	975414	
236.85026		570648	970928	
236.85629		2432938	1028327	
236.88426		505184	1074590	
236.89584		530446	1119735	
236.90768		530661	1051827	
236.92609		520543	894981	
236.92919		718598	811676	
236.95311		1528303	1081662	
236.95952		498976	1125338	
236.96586		4909922	1075543	
236.96816		511366	1217927	
236.99106		517839	1183179	
236.99350		632544	807997	
237.00401		1420154	1299520	
237.00469		543034	814980	
237.01165		3333628	921559	
237.01207		556436	1757688	
237.01928		848429	1222972	
237.02151		795574	1247641	
237.02983		1069632	1195762	
237.04042		3761682	1020483	
237.04379		3388947	1024324	
237.05565		984518	1075018	
237.05625		529670	1079798	
237.05745		507010	1097101	
237.07130		830561	1236787	
237.07678		1442986	1100240	
237.08015		4101723	932652	
237.08643		497936	920942	
237.08984		1089021	1226413	
237.09792		998279	1214366	
237.09827		602655	1113491	
237.11319		780282	1389719	
237.11654		1279027	1171119	
237.12622		706561	906929	
237.13429		1456527	986328	
237.14312		533977	1231361	
237.14958		1704555	1179988	
237.15923		526053	1302769	
237.16565		499824	1100133	
237.18041		500957	1493669	
237.21256		582517	1332905	
237.30012		514329	1149571	
237.31011		564531	1092346	
237.31417		546796	928997	
237.34234		530334	1590122	
237.36341		521195	1505374	
237.36408		513979	716325	
237.42186		542252	1071507	
237.44792		520254	1372432	
237.45391		517540	1213102	
237.45455		515780	1243033	
237.45537		504444	1181224	
237.46304		575722	1181020	
237.50931		670413	1204754	
237.51335		760437	971496	
237.52458		626348	1009673	
237.54592		538329	1274739	
237.55718		542232	958207	
237.56213		602337	1395793	
237.65117		573062	912397	
237.67381		519883	1548040	
237.68590		647278	1560699	
237.76214		609764	1242271	
237.77458		522289	900985	
237.82315		556754	1256463	
237.85814		576395	1122028	
237.86352		555940	1378452	
237.88732		571834	1171252	
237.88767		543610	1158309	
237.92544		531023	806556	
237.94021		508950	1197163	
238.00027		506365	869979	
238.00129		1896881	1053429	
238.00889		707635	1093675	
238.01545		612944	1012379	
238.01949		1633925	1282695	
238.02711		765303	1157958	
238.03769		970378	1454193	
238.05960		498987	864014	
238.07206		1618994	1207663	
238.11389		536976	1146726	
238.16030		549500	1334031	
238.19060		615139	886764	
238.20720		514647	1021713	
238.22792		598240	1335125	
238.31922		541263	1249436	
238.34246		655556	1275681	
238.34349		527301	1292670	
238.40935		538345	1165726	
238.47922		598739	1134109	
238.50290		606413	914182	
238.52115		572953	1712178	
238.52472		695594	1051348	
238.52675		536947	1482344	
238.54292		506439	1235691	
238.58841		547362	1373306	
238.77029		509024	1055855	
238.79299		524310	1438531	
238.81170		519267	1404230	
238.81440		528568	1191022	
238.85334		700582	1112120	
238.85747		593651	1057182	
238.89131		26963600	1053706	
238.92261		571340	1086417	
238.95016		654903	1088138	
238.96294		1406818	1108789	
239.00549		501333	1272791	
239.00911		1693678	954332	
239.01188		546903	1327182	
239.01674		1898736	1110311	
239.01967		5923121	963070	
239.02055		512765	1332916	
239.02305		1007658	1017958	
239.02731		1336947	923427	
239.03495		1742133	772569	
239.04546		556064	1256669	
239.05606		2204123	1076788	
239.05895		835323	1780860	
239.05938		3041147	1398938	
239.05964		7255164	1183334	
239.06008		620300	1976574	
239.06686		611645	1203474	
239.06729		4450750	1031401	
239.06887		548970	1239314	
239.07129		897206	1140278	
239.07435		584699	752110	
239.09244		2396932	1060773	
239.09495		567381	1965549	
239.09559		9270405	976663	
239.10550		845303	1247625	
239.11357		891778	1150187	
239.12822		543181	2103626	
239.12882		10969678	954113	
239.13564		537455	905638	
239.13642		517116	1241319	
239.16519		1104671	775134	
239.20160		19090528	959623	
239.24587		513089	1410047	
239.41200		520805	907933	
239.42414		530740	1288083	
239.51072		506052	1177757	
239.51439		686957	1097279	
239.53250		532401	1122609	
239.56393		521554	957473	
239.57488		589377	1036957	
239.59548		571499	1158109	
239.59594		524259	1511422	
239.59674		549059	821706	
239.60020		576128	1148989	
239.61249		515315	1103040	
239.64963		524993	1074234	
239.67571		584592	1197906	
239.73808		606326	1161464	
239.74946		509927	981274	
239.80555		514748	1224627	
239.82898		505195	1046341	
239.95813		520832	825655	
239.97219		528434	1279147	
239.97834		545208	1093069	
239.98622		509738	1344086	
239.99795		549042	1187343	
239.99877		596322	1673767	
240.00134		558078	891242	
240.00634		1134844	1016753	
240.01027		1654285	1094463	
240.01494		785942	1260270	
240.01680		599923	750622	
240.01825		632215	1146903	
240.01870		539443	1124355	
240.02309		661865	1350337	
240.02455		1924929	1108546	
240.04266		553542	1403869	
240.05916		1069435	1265446	
240.05972		578995	979174	
240.06565		518268	1585419	
240.07063		681630	1132594	
240.09515		676229	1235042	
240.10077		545834	985706	
240.13219		1720751	1161610	
240.17358		544751	1110030	
240.20064		502187	1141032	
240.20495		3149844	1141744	
240.20947		2544053	1013031	
240.22291		545577	1016203	
240.25422		518922	1532488	
240.30062		509823	856818	
240.36130		579836	856448	
240.41525		538948	1097713	
240.44335		518224	1378869	
240.49579		508742	680604	
240.49941		591908	959840	
240.50331		588569	1376611	
240.50402		880937	1417557	
240.50817		525987	1001094	
240.52221		1907503	1018943	
240.52623		724300	854193	
240.53218		529369	1054582	
240.54037		652796	1517223	
240.61292		606433	1096756	
240.66503		577528	1447947	
240.68614		516746	971137	
240.69418		577241	1229465	
240.71111		834574	871930	
240.73994		545582	1067591	
240.77778		533961	1465176	
240.84776		551874	1045595	
240.85251		520527	1014325	
240.85665		539888	1107406	
240.87546		503601	807793	
240.88713		2916441	996089	
240.89556		727308	1113467	
240.89895		516409	1073291	
240.92429		551508	1374211	
240.97004		626674	1111889	
240.97608		549840	1043704	
240.97873		1548612	848075	
240.99597		600602	1147299	
240.99895		512730	1342082	
241.00206		589547	1486533	
241.00359		513556	1181774	
241.01418		5087199	927697	
241.01826		511368	989476	
241.01981		506405	1268523	
241.02143		822433	1352243	
241.02471		716610	1143881	
241.03040		526488	828663	
241.03240		1391268	944543	
241.03532		1153749	1115034	
241.03977		562863	788498	
241.05058		2028010	1172151	
241.05647		1018716	1047469	
241.06091		538065	756744	
241.06257		709673	1035545	
241.06955		568440	1009835	
241.07170		2169040	1071937	
241.07480		875345	1386219	
241.08695		1238869	1329510	
241.09081		532406	1469643	
241.10259		527181	1081506	
241.10563		981978	1087469	
241.10808		3929755	988155	
241.11871		514386	1072242	
241.11934		700606	887103	
241.12923		25294594	942307	
241.14448		29240326	921711	
241.16937		534109	1319504	
241.17437		511839	965751	
241.18087		3411505	1051259	
241.18415		535618	825412	
241.19140		524004	963718	
241.19933		538526	1327745	
241.21392		530203	1841101	
241.21725	1-	250851872	905157	
241.21859		1218012	1622750	
241.21898		933372	996719	
241.21956		563181	1803246	
241.21981		546605	1992872	
241.22051		616205	1530476	
241.22166		512125	1901565	
241.27237		518932	1036532	
241.27380		595237	1367189	
241.29506		584495	1023414	
241.29942		544677	1314379	
241.32227		502472	1274285	
241.36868		516646	1143993	
241.38749		514951	1399344	
241.39112		508180	1128066	
241.40470		509865	1227161	
241.41038		530114	1199385	
241.41791		512077	819494	
241.50399		558595	1238337	
241.51186		2178821	903374	
241.51587		1047479	1079745	
241.51746		529069	633523	
241.53010		639311	795507	
241.53409		567244	1440523	
241.54561		550260	1003034	
241.56876		567231	776905	
241.57621		527573	999285	
241.58837		529777	1036899	
241.65588		530050	1005141	
241.67641		520736	1138198	
241.67681		539048	1074570	
241.68281		503666	753458	
241.76725		549436	1293571	
241.82238		564409	1178288	
241.89488		602124	1233518	
241.90328		533799	1322473	
241.97345		507989	1468984	
241.98214		532551	1140079	
242.00384		2633902	1097251	
242.00428		540510	2011105	
242.00949		532224	1306781	
242.01288		519677	1241741	
242.01356		557309	1060609	
242.01439		606394	1172207	
242.02203		2151956	957528	
242.03260		535615	1366481	
242.03373		1019912	1115486	
242.04018		794462	809534	
242.04583		788404	950688	
242.05085		576889	1073606	
242.05393		638182	1094333	
242.06696		660962	1303485	
242.07327		515476	1073667	
242.08225		666711	1352089	
242.10333		628590	1256262	
242.11697		525386	1306594	
242.13258		2313815	1095017	
242.13972		525225	1032715	
242.14785		4275452	1069560	
242.17613		6302981	1122226	
242.21995		1570611	1085101	
242.22060	1-	38391124	1046005	
242.23278		571239	1235523	
242.28193		513255	1461038	
242.33363		586783	1140280	
242.35517		540338	1133193	
242.38270		514171	1159124	
242.39186		552486	888721	
242.41969		511343	1175629	
242.45591		535602	1033267	
242.50148		910325	1014103	
242.50547		902686	1038961	
242.51256		515919	762435	
242.51965		1524691	1017137	
242.52370		679284	1099321	
242.55458		524514	1144746	
242.58614		516913	1352736	
242.60001		546941	1217686	
242.60174		546710	1323199	
242.64318		579683	1012937	
242.67272		524197	1456966	
242.67763		612782	952998	
242.68951		568634	970072	
242.69053		639171	1135722	
242.69921		509637	1288214	
242.73709		504686	1189586	
242.76881		543516	1246129	
242.81097		578958	1065638	
242.85033		609557	693298	
242.85147		562467	965203	
242.85285		529156	870023	
242.87350		516415	1022160	
242.91371		531904	870779	
242.96012		540315	1519062	
242.96116		5516868	1026084	
242.99203		661862	1177518	
242.99343		786774	1084602	
242.99973		946560	1089877	
243.01163		3906772	963301	
243.01458		567581	983399	
243.01924		576559	1376182	
243.02137		542623	1364823	
243.02982		6021914	1010886	
243.04803		568928	1202532	
243.05098		1589713	1126499	
243.06623		1021510	1215648	
243.08737		3493357	1054531	
243.12375		11175417	1007041	
243.12726		555579	1291813	
243.12831		531363	1263138	
243.16012		6290630	960046	
243.16274		531223	983991	
243.17725		553899	1160327	
243.17948		1029516	912208	
243.18900		650451	766759	
243.19650		5094802	933321	
243.22150		1089450	1120601	
243.22397	1-	3044027	971376	
243.27781		551005	1329918	
243.27990		551790	1115682	
243.28149		545846	753587	
243.28316		539895	1006444	
243.41498		517287	579463	
243.50928		1763627	893084	
243.51315		681837	972228	
243.51340		728413	1534145	
243.52749		1083441	1286418	
243.53154		505443	1385577	
243.53740		515201	1018688	
243.56891		609000	1069726	
243.60278		527035	798310	
243.60655		594252	819425	
243.66538		523968	1191182	
243.73389		520368	815320	
243.74458		603300	1281355	
243.76284		528234	1309469	
243.77452		528998	1012669	
243.82586		531832	1279433	
243.88320		520631	1089223	
243.89514		533904	1100589	
243.90027		546193	1161227	
243.91184		543133	780695	
243.91473		539918	1060100	
243.92620		505950	932898	
243.93516		672117	1111277	
243.99536		541446	892810	
244.00129		3436420	1035995	
244.00460		531081	764290	
244.00693		536310	1112152	
244.01099		680400	1120019	
244.01948		2612587	1050904	
244.02707		928253	888086	
244.03320		543727	955127	
244.03765		980537	797275	
244.05592		655783	1431797	
244.06973		584700	1325834	
244.09074		525243	1354598	
244.10250		509000	1187049	
244.11872		556189	1403419	
244.11898		607773	1466242	
244.12056		544248	786078	
244.12185		510918	1318588	
244.12711		1807472	1131828	
244.16352		925389	1038217	
244.19898		551389	1041504	
244.19987		1105930	1299745	
244.20991		587293	1292159	
244.22732		553283	993086	
244.23688		508163	1150082	
244.25305		568252	1298531	
244.28795		546357	1044669	
244.33370		529113	1188803	
244.33730		750626	1136621	
244.35351		610528	1072197	
244.44471		556756	1072141	
244.44639		513622	694387	
244.44934		549766	1069996	
244.50297		1237389	901216	
244.51711		1270138	1242457	
244.52114		903179	1205377	
244.52477		572420	1333958	
244.56140		598873	1104622	
