peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
538,363.046086037,0.005946362346566844,0.21580455763616913,15.0,O7,H10_C19_13C_O7,0,20,10,7,0,0
543,364.058316037,0.023013327865396022,0.03601895478025667,14.0,O7,H12_C20_O7,0,20,12,7,0,0
553,365.061566037,0.005257114327666038,-0.25126446746757575,14.0,O7,H12_C19_13C_O7,0,20,12,7,0,0
561,366.073926037,0.013981770396886582,-0.0736490585250987,13.0,O7,H14_C20_O7,0,20,14,7,0,0
573,367.077426037,0.004242289506225854,0.3220001875842044,13.0,O7,H14_C19_13C_O7,0,20,14,7,0,0
583,368.089506037,0.009994706207375139,-0.26361794731655097,12.0,O7,H16_C20_O7,0,20,16,7,0,0
599,370.105196037,0.007468765636419647,-0.15430477772881504,11.0,O7,H18_C20_O7,0,20,18,7,0,0
608,372.026996037,0.006159450889032029,-0.01811427688261617,17.0,O7,H8_C21_O7,0,21,8,7,0,0
614,372.120896037,0.004464162549322994,-0.01930286650441262,10.0,O7,H20_C20_O7,0,20,20,7,0,0
625,374.042626037,0.04961206093714249,-0.07168434320130915,16.0,O7,H10_C21_O7,0,21,10,7,0,0
631,374.136536037,0.005472576862069844,-0.04612487250596146,9.0,O7,H22_C20_O7,0,20,22,7,0,0
636,375.045996037,0.010603578894283885,-0.03107085564043327,16.0,O7,H10_C20_13C_O7,0,21,10,7,0,0
642,376.058286037,0.02915246225316051,-0.044905272893591044,15.0,O7,H12_C21_O7,0,21,12,7,0,0
648,377.061586037,0.005136719091774945,-0.1902262193576499,15.0,O7,H12_C20_13C_O7,0,21,12,7,0,0
653,378.073926037,0.01288066375151105,-0.07131145034469566,14.0,O7,H14_C21_O7,0,21,14,7,0,0
669,380.089556037,0.010577385119435378,-0.12374715174064423,13.0,O7,H16_C21_O7,0,21,16,7,0,0
686,382.105396037,0.006982632472005587,0.3739570324781127,12.0,O7,H18_C21_O7,0,21,18,7,0,0
699,384.026976037,0.0057005497252743,-0.06962792118487585,18.0,O7,H8_C22_O7,0,22,8,7,0,0
705,384.120946037,0.008472273212187308,0.11146749597877971,11.0,O7,H20_C21_O7,0,21,20,7,0,0
716,386.042626037,0.01954404957917421,-0.06945606046671479,17.0,O7,H10_C22_O7,0,22,10,7,0,0
719,386.136586037,0.0052152263964692505,0.08479641957517807,10.0,O7,H22_C21_O7,0,21,22,7,0,0
724,387.045986037,0.005259296939331453,-0.05594425664466296,17.0,O7,H10_C21_13C_O7,0,22,10,7,0,0
730,388.058316037,0.02559155615664393,0.0337913130083851,16.0,O7,H12_C22_O7,0,22,12,7,0,0
736,389.06163603699997,0.005426134762132548,-0.05584462197476219,16.0,O7,H12_C21_13C_O7,0,22,12,7,0,0
742,390.073916037,0.015909389031567616,-0.09475383628178358,15.0,O7,H14_C22_O7,0,22,14,7,0,0
755,392.089576037,0.014465145347897494,-0.06895108074459162,14.0,O7,H16_C22_O7,0,22,16,7,0,0
771,394.105236037,0.00887510092984117,-0.043412262597967606,13.0,O7,H18_C22_O7,0,22,18,7,0,0
787,396.120886037,0.008135081623652434,-0.04337817221204406,12.0,O7,H20_C22_O7,0,22,20,7,0,0
800,398.042676037,0.019772670603049495,0.058252547796001634,18.0,O7,H10_C23_O7,0,23,10,7,0,0
805,398.136496037,0.00580838350023068,-0.1438124879461042,11.0,O7,H22_C22_O7,0,22,22,7,0,0
810,399.046076037,0.007191513083323773,0.17127596066792986,18.0,O7,H10_C22_13C_O7,0,23,10,7,0,0
819,400.058306037,0.02554925186378406,0.007781365868386088,17.0,O7,H12_C23_O7,0,23,12,7,0,0
823,400.152196037,0.004807180279304773,-0.018320529093484646,10.0,O7,H24_C22_O7,0,22,24,7,0,0
829,401.061616037,0.006813659760864203,-0.10404136988024329,17.0,O7,H12_C22_13C_O7,0,23,12,7,0,0
834,402.073916037,0.015432596003642326,-0.09192588353471513,16.0,O7,H14_C23_O7,0,23,14,7,0,0
837,402.167886037,0.005314977885434803,0.0810482417463634,9.0,O7,H26_C22_O7,0,22,26,7,0,0
843,403.07712603699997,0.003989435259613832,-0.4510327881514456,16.0,O7,H14_C22_13C_O7,0,23,14,7,0,0
850,404.089656037,0.008768716872628639,0.1310723974684062,15.0,O7,H16_C23_O7,0,23,16,7,0,0
857,405.092756037,0.005979828571797168,-0.49834265597391764,15.0,O7,H16_C22_13C_O7,0,23,16,7,0,0
866,406.105356037,0.008286282265911774,0.2533603619199734,14.0,O7,H18_C23_O7,0,23,18,7,0,0
880,408.120916037,0.00905453965836611,0.03140490836455501,13.0,O7,H20_C23_O7,0,23,20,7,0,0
892,410.042616037,0.012225189724590356,-0.08977847304580132,19.0,O7,H10_C24_O7,0,24,10,7,0,0
896,410.136466037,0.00871582433223617,-0.21275113832588136,12.0,O7,H22_C23_O7,0,23,22,7,0,0
911,412.058296037,0.014706945314097887,-0.016713654475280296,18.0,O7,H12_C24_O7,0,24,12,7,0,0
916,412.152276037,0.007515477032263006,0.17631590129253188,11.0,O7,H24_C23_O7,0,23,24,7,0,0
920,412.246096037,0.017963609369269534,-0.018860093772699052,4.0,O7,H36_C22_O7,0,22,36,7,0,0
924,413.06145603699997,0.004720501085641853,-0.48837042779317114,18.0,O7,H12_C23_13C_O7,0,24,12,7,0,0
932,414.073956037,0.017141877991012532,0.007339268723437656,17.0,O7,H14_C24_O7,0,24,14,7,0,0
936,414.167866037,0.00787199705444625,0.03041037481811118,10.0,O7,H26_C23_O7,0,23,26,7,0,0
950,416.089566037,0.014010817344815782,-0.0890072787547358,16.0,O7,H16_C24_O7,0,24,16,7,0,0
952,416.183446037,0.0041749591990649275,-0.13810976988765902,9.0,O7,H28_C23_O7,0,23,28,7,0,0
966,418.105226037,0.007558730434925618,-0.06483774486575224,15.0,O7,H18_C24_O7,0,24,18,7,0,0
969,418.199106037,0.004171047834295491,-0.11370899486688905,8.0,O7,H30_C23_O7,0,23,30,7,0,0
985,420.120846037,0.010095537801801176,-0.13611083706843938,14.0,O7,H20_C24_O7,0,24,20,7,0,0
996,422.042456037,0.00900093272901488,-0.46633460006259664,20.0,O7,H10_C25_O7,0,25,10,7,0,0
1001,422.136536037,0.009933645673795698,-0.040880138418097296,13.0,O7,H22_C24_O7,0,24,22,7,0,0
1013,424.058306037,0.028330709448104473,0.00734097175705138,19.0,O7,H12_C25_O7,0,25,12,7,0,0
1018,424.152186037,0.006770365452494341,-0.04086033398258059,12.0,O7,H24_C24_O7,0,24,24,7,0,0
1023,425.06154603699997,0.007122064931867245,-0.26284899453075644,19.0,O7,H12_C24_13C_O7,0,25,12,7,0,0
1029,426.073976037,0.017077712032491022,0.05407276984004306,18.0,O7,H14_C25_O7,0,25,14,7,0,0
1033,426.167966037,0.006698824292350183,0.2642033399782208,11.0,O7,H26_C24_O7,0,24,26,7,0,0
1039,427.077206037,0.005380033056116297,-0.23836673681509263,18.0,O7,H14_C24_13C_O7,0,25,14,7,0,0
1044,428.089626037,0.010331649439830282,0.05364530843797564,17.0,O7,H16_C25_O7,0,25,16,7,0,0
1046,428.183566037,0.00997184137794046,0.14601447831517347,10.0,O7,H28_C24_O7,0,24,28,7,0,0
1060,430.105226037,0.011882337078355693,-0.06302876210690965,16.0,O7,H18_C25_O7,0,25,18,7,0,0
1063,430.199146037,0.028169798083127588,-0.017556985081399173,9.0,O7,H30_C24_O7,0,24,30,7,0,0
1073,431.202456037,0.009388699354837425,-0.12150440991769516,9.0,O7,H30_C23_13C_O7,0,24,30,7,0,0
1080,432.120866037,0.009371981581862482,-0.08604768466437576,15.0,O7,H20_C25_O7,0,25,20,7,0,0
1091,434.042506037,0.004932871343366636,-0.3382456739052335,21.0,O7,H10_C26_O7,0,26,10,7,0,0
1095,434.136576037,0.006658216612395782,0.052386740126290486,14.0,O7,H22_C25_O7,0,25,22,7,0,0
1108,436.058316037,0.016952307308379908,0.03007166596864178,20.0,O7,H12_C26_O7,0,26,12,7,0,0
1112,436.152216037,0.007864959324908414,0.02904719864120992,13.0,O7,H24_C25_O7,0,25,24,7,0,0
1118,437.06145603699997,0.006683396510071733,-0.4615529399887927,20.0,O7,H12_C25_13C_O7,0,26,12,7,0,0
1126,438.073996037,0.01521001441525889,0.09824595931266022,19.0,O7,H14_C26_O7,0,26,14,7,0,0
1130,438.167926037,0.008288847638123601,0.16567848920980524,12.0,O7,H26_C25_O7,0,25,26,7,0,0
1139,439.077416037,0.004969050006565804,0.24642351452921782,19.0,O7,H14_C25_13C_O7,0,26,14,7,0,0
1147,440.089496037,0.011317539804036204,-0.2432118942825,18.0,O7,H16_C26_O7,0,26,16,7,0,0
1151,440.183376037,0.007997697370989513,-0.2896043033354011,11.0,O7,H28_C25_O7,0,25,28,7,0,0
1165,442.105246037,0.009031788780544486,-0.016079881627834986,17.0,O7,H18_C26_O7,0,26,18,7,0,0
1168,442.199096037,0.007256797131176785,-0.1301517811597598,10.0,O7,H30_C25_O7,0,25,30,7,0,0
1181,444.120766037,0.005772692296709575,-0.308886704885846,16.0,O7,H20_C26_O7,0,26,20,7,0,0
1185,444.214756037,0.0063354213979494095,-0.10721615922853324,9.0,O7,H32_C25_O7,0,25,32,7,0,0
1200,446.136706037,0.00819237542335593,0.3423681529319004,15.0,O7,H22_C26_O7,0,26,22,7,0,0
1205,446.230386037,0.004749368827615481,-0.15171759274153632,8.0,O7,H34_C25_O7,0,25,34,7,0,0
1221,448.058306037,0.012295325481506851,0.006947756588856989,21.0,O7,H12_C27_O7,0,27,12,7,0,0
1224,448.152036037,0.008988454540412784,-0.37337998377284026,14.0,O7,H24_C26_O7,0,26,24,7,0,0
1227,448.246006037,0.00461968799617862,-0.21812798934512248,7.0,O7,H36_C25_O7,0,25,36,7,0,0
1231,449.061576037,0.0046534697797220165,-0.18199508555779076,21.0,O7,H12_C26_13C_O7,0,27,12,7,0,0
1240,450.073916037,0.016958047742630673,-0.08212206631171573,20.0,O7,H14_C27_O7,0,27,14,7,0,0
1243,450.167916037,0.006576689102982846,0.13904811471750161,13.0,O7,H26_C26_O7,0,26,26,7,0,0
1250,451.077476037,0.0047449919169397226,0.37288272849937915,20.0,O7,H14_C26_13C_O7,0,27,14,7,0,0
1258,452.089636037,0.009071522831465473,0.07291695578685421,19.0,O7,H16_C27_O7,0,27,16,7,0,0
1261,452.183466037,0.006421889245458203,-0.0828844988193532,12.0,O7,H28_C26_O7,0,26,28,7,0,0
1276,454.105356037,0.00895016144172695,0.22657957809859114,18.0,O7,H18_C27_O7,0,27,18,7,0,0
1279,454.199156037,0.0066146846613457065,0.005387504600282072,11.0,O7,H30_C26_O7,0,26,30,7,0,0
1287,456.120886037,0.0049203288743674325,-0.03767203067720648,17.0,O7,H20_C27_O7,0,27,20,7,0,0
1301,458.136506037,0.008163977123070267,-0.10315047891383887,16.0,O7,H22_C27_O7,0,27,22,7,0,0
1305,458.230296037,0.0068796786505296,-0.3441522774501841,9.0,O7,H34_C26_O7,0,26,34,7,0,0
1316,460.058216037,0.007771168381856444,-0.18886088091337772,22.0,O7,H12_C28_O7,0,28,12,7,0,0
1323,460.245956037,0.0049657098607797535,-0.32107832361790817,8.0,O7,H36_C26_O7,0,26,36,7,0,0
1333,462.073906037,0.00845473878598548,-0.10163092829093794,21.0,O7,H14_C28_O7,0,28,14,7,0,0
1336,462.167766037,0.006704693287395159,-0.18911963665796094,14.0,O7,H26_C27_O7,0,27,26,7,0,0
1343,463.077476037,0.0053338237291321615,0.36321999823599876,21.0,O7,H14_C27_13C_O7,0,28,14,7,0,0
1350,464.089476037,0.006581197983261756,-0.2737295425790044,20.0,O7,H16_C28_O7,0,28,16,7,0,0
1353,464.183386037,0.008045516629737562,-0.2530874725725397,13.0,O7,H28_C27_O7,0,27,28,7,0,0
1369,466.105366037,0.007057361355479019,0.24220060149620418,19.0,O7,H18_C28_O7,0,28,18,7,0,0
1373,466.199016037,0.0071543536570960135,-0.2950521027932144,12.0,O7,H30_C27_O7,0,27,30,7,0,0
1391,468.214696037,0.007824011738005673,-0.22986677028314242,11.0,O7,H32_C27_O7,0,27,32,7,0,0
1402,470.136576037,0.008487942045954912,0.048375304427235165,17.0,O7,H22_C28_O7,0,28,22,7,0,0
1404,470.230436037,0.007590109495140778,-0.03764324602080485,10.0,O7,H34_C27_O7,0,27,34,7,0,0
1415,472.246186037,0.0055381024483847135,0.17411469357005321,9.0,O7,H36_C27_O7,0,27,36,7,0,0
1427,474.073806037,0.009304955145669699,-0.3099960346110918,22.0,O7,H14_C29_O7,0,29,14,7,0,0
1431,474.168066037,0.004748455753792935,0.44835368570318834,15.0,O7,H26_C28_O7,0,28,26,7,0,0
1434,474.261706037,0.005825815662164384,-0.10089155288880791,8.0,O7,H38_C27_O7,0,27,38,7,0,0
1440,475.077276037,0.006196042505085341,-0.06693858363975441,22.0,O7,H14_C28_13C_O7,0,29,14,7,0,0
1452,476.183476037,0.005796131753936576,-0.05770674827025536,14.0,O7,H28_C28_O7,0,28,28,7,0,0
1467,478.105106037,0.005509640841647354,-0.3076917567986185,20.0,O7,H18_C29_O7,0,29,18,7,0,0
1480,480.214746037,0.006713658941873507,-0.12000256232289745,12.0,O7,H32_C28_O7,0,28,32,7,0,0
1495,482.136446037,0.006256128606281361,-0.22246192111442892,18.0,O7,H22_C29_O7,0,29,22,7,0,0
1499,482.230506037,0.010888936621087739,0.10845228443422736,11.0,O7,H34_C28_O7,0,28,34,7,0,0
1507,484.058416037,0.0057487308047424295,0.2336763420491072,24.0,O7,H12_C30_O7,0,30,12,7,0,0
1511,484.245956037,0.007146485639095542,-0.3051651710747385,10.0,O7,H36_C28_O7,0,28,36,7,0,0
1520,486.073886037,0.007319000102722997,-0.13775889197628632,23.0,O7,H14_C30_O7,0,30,14,7,0,0
1523,486.167866037,0.004945632950083249,0.025906689692329194,16.0,O7,H26_C29_O7,0,29,26,7,0,0
1526,486.261696037,0.008378663422981733,-0.11896680429659492,9.0,O7,H38_C28_O7,0,28,38,7,0,0
1538,488.089626037,0.005520814430371796,0.04705078494356615,22.0,O7,H16_C30_O7,0,30,16,7,0,0
1557,490.198996037,0.00815197129799237,-0.3214062070341339,14.0,O7,H30_C29_O7,0,29,30,7,0,0
1570,492.214646037,0.007446328855992978,-0.32024036918383064,13.0,O7,H32_C29_O7,0,29,32,7,0,0
1581,494.230456037,0.007722035757722045,0.004651676132166631,12.0,O7,H34_C29_O7,0,29,34,7,0,0
1588,496.152296037,0.005174560766762912,0.1867753122695811,18.0,O7,H24_C30_O7,0,30,24,7,0,0
1591,496.246086037,0.01027261373875972,-0.035818922312092646,11.0,O7,H36_C29_O7,0,29,36,7,0,0
1601,498.167866037,0.007076365465305619,0.025282642463468268,17.0,O7,H26_C30_O7,0,30,26,7,0,0
1604,498.261586037,0.005505837097845802,-0.336869236440382,10.0,O7,H38_C29_O7,0,29,38,7,0,0
1614,500.089646037,0.005911642653592927,0.08591459626225084,23.0,O7,H16_C31_O7,0,31,16,7,0,0
1617,500.183456037,0.005137972559518537,-0.09492317151920844,16.0,O7,H28_C30_O7,0,30,28,7,0,0
1627,502.105406037,0.006213213649648973,0.3044998085844148,22.0,O7,H18_C31_O7,0,31,18,7,0,0
1629,502.198996037,0.004999723930303605,-0.3137262345235448,15.0,O7,H30_C30_O7,0,30,30,7,0,0
1650,506.136686037,0.0053083535957238175,0.2622670983090085,20.0,O7,H22_C31_O7,0,31,22,7,0,0
1653,506.230306037,0.008376357607221862,-0.29176641193081365,13.0,O7,H34_C30_O7,0,30,34,7,0,0
1665,508.246006037,0.006862750992318647,-0.19237731111991163,12.0,O7,H36_C30_O7,0,30,36,7,0,0
1676,510.261676037,0.007628999135390675,-0.15256681755983456,11.0,O7,H38_C30_O7,0,30,38,7,0,0
1685,512.277396037,0.00762430082272938,-0.015466229936344252,10.0,O7,H40_C30_O7,0,30,40,7,0,0
1694,514.292836037,0.0073363441225970305,-0.42387718564369226,9.0,O7,H42_C30_O7,0,30,42,7,0,0
1706,516.214856037,0.005499287801931441,0.1014558170969424,15.0,O7,H32_C31_O7,0,31,32,7,0,0
1720,518.230496037,0.004905116820997456,0.0816219814129326,14.0,O7,H34_C31_O7,0,31,34,7,0,0
1721,518.324296037,0.005170645993184539,-0.11217880479460089,7.0,O7,H46_C30_O7,0,30,46,7,0,0
1802,540.308606037,0.005536411192179005,-0.18150923181517126,10.0,O7,H44_C32_O7,0,32,44,7,0,0
554,365.064866037,0.004083772099068508,-0.44834497970235143,9.0,O7S1,H16_C16_13C_O7_S,0,17,16,7,0,1
577,367.999056037,0.003821398996984851,-0.05037784660440742,14.0,O7S1,H8_C18_O7_S,0,18,8,7,0,1
680,382.01471603699997,0.004376472887296456,-0.02254625179517135,14.0,O7S1,H10_C19_O7_S,0,19,10,7,0,1
764,394.01480603699997,0.004034181233618366,0.20655822770089452,15.0,O7S1,H10_C20_O7_S,0,20,10,7,0,1
859,406.014776037,0.0054332557640029994,0.12656435941417774,16.0,O7S1,H10_C21_O7_S,0,21,10,7,0,1
1003,422.233846037,0.008263360947643275,0.048198409910089314,1.0,O7S1,H38_C20_O7_S,0,20,38,7,0,1
141,292.021956037,0.003886286649055701,0.1322537541749841,9.0,O8,H8_C13_O8,0,13,8,8,0,0
188,302.006246037,0.006965421882652822,-0.070544898650179,11.0,O8,H6_C14_O8,0,14,6,8,0,0
199,304.021866037,0.003966280681419465,-0.16899771283713252,10.0,O8,H8_C14_O8,0,14,8,8,0,0
206,306.037656037,0.0035412903489720525,0.2893336758236406,9.0,O8,H10_C14_O8,0,14,10,8,0,0
255,316.021886037,0.018813064590615276,-0.09929375588470464,11.0,O8,H8_C15_O8,0,15,8,8,0,0
266,318.037616037,0.006265800858155183,0.1526454656864714,10.0,O8,H10_C15_O8,0,15,10,8,0,0
277,320.05330603699997,0.004298963389675429,0.2764320765835907,9.0,O8,H12_C15_O8,0,15,12,8,0,0
306,326.006246037,0.007493848139554527,-0.06535150868239249,13.0,O8,H6_C16_O8,0,16,6,8,0,0
317,328.021946037,0.01784552189702913,0.08725330837905161,12.0,O8,H8_C16_O8,0,16,8,8,0,0
328,330.037556037,0.008014938152650012,-0.03470211133177157,11.0,O8,H10_C16_O8,0,16,10,8,0,0
340,332.053296037,0.004233117375320434,0.23632652037206361,10.0,O8,H12_C16_O8,0,16,12,8,0,0
367,338.006236037,0.004027007151723031,-0.09261663441536859,14.0,O8,H6_C17_O8,0,17,6,8,0,0
379,340.021896037,0.017241382584816466,-0.06287536267753478,13.0,O8,H8_C17_O8,0,17,8,8,0,0
397,342.037556037,0.02348228258065587,-0.033484627085871355,12.0,O8,H10_C17_O8,0,17,10,8,0,0
415,344.053156037,0.00876403901282097,-0.17882992461338978,11.0,O8,H12_C17_O8,0,17,12,8,0,0
430,346.068766037,0.0044331711193813,-0.29358615961360013,10.0,O8,H14_C17_O8,0,17,14,8,0,0
450,350.006156037,0.0048879237626620825,-0.3180086924150568,15.0,O8,H6_C18_O8,0,18,6,8,0,0
461,352.021916037,0.016786065053197467,-0.0039173698069872075,14.0,O8,H8_C18_O8,0,18,8,8,0,0
474,354.037556037,0.015062600472756415,-0.03234967538885856,13.0,O8,H10_C18_O8,0,18,10,8,0,0
488,356.053196037,0.01074814063765108,-0.06046006659679575,12.0,O8,H12_C18_O8,0,18,12,8,0,0
504,358.068906037,0.008042401952314092,0.10723913570034016,11.0,O8,H14_C18_O8,0,18,14,8,0,0
519,360.084406037,0.00364699800109684,-0.31013561847920157,10.0,O8,H16_C18_O8,0,18,16,8,0,0
542,364.021916037,0.012946321794401777,-0.003788233522568913,15.0,O8,H8_C19_O8,0,19,8,8,0,0
551,365.025346037,0.004138562859066463,0.20212569024863156,15.0,O8,H8_C18_13C_O8,0,19,8,8,0,0
558,366.037566037,0.031756948599654035,-0.0039695380292264085,14.0,O8,H10_C19_O8,0,19,10,8,0,0
570,367.040876037,0.006847480502224028,-0.12612491699882775,14.0,O8,H10_C18_13C_O8,0,19,10,8,0,0
581,368.053196037,0.016325635769090324,-0.05848882763739105,13.0,O8,H12_C19_O8,0,19,12,8,0,0
590,369.05661603699997,0.0036632833423094254,0.11822847260389617,13.0,O8,H12_C18_13C_O8,0,19,12,8,0,0
597,370.068946037,0.007467709392621725,0.21184971302464353,12.0,O8,H14_C19_O8,0,19,14,8,0,0
612,372.084566037,0.004122520030261146,0.12987638949296382,11.0,O8,H16_C19_O8,0,19,16,8,0,0
639,376.02187603699997,0.02021242253911443,-0.11004412954395783,16.0,O8,H8_C20_O8,0,20,8,8,0,0
652,378.037566037,0.03368170626969109,-0.0038435334713988025,15.0,O8,H10_C20_O8,0,20,10,8,0,0
661,379.040976037,0.008222867706274633,0.14169180484897,15.0,O8,H10_C19_13C_O8,0,20,10,8,0,0
667,380.053186037,0.018821168790377846,-0.0829541788735999,14.0,O8,H12_C20_O8,0,20,12,8,0,0
684,382.068866037,0.00905300374645341,-0.004190343923819988,13.0,O8,H14_C20_O8,0,20,14,8,0,0
703,384.084456037,0.011605786739900946,-0.16057666227870113,12.0,O8,H16_C20_O8,0,20,16,8,0,0
728,388.021796037,0.0067959928780865165,-0.31281490175606835,17.0,O8,H8_C21_O8,0,21,8,8,0,0
738,390.037556037,0.043245863838159856,-0.029363838889739865,16.0,O8,H10_C21_O8,0,21,10,8,0,0
748,391.040826037,0.00845826252048145,-0.2462479454860845,16.0,O8,H10_C20_13C_O8,0,21,10,8,0,0
752,392.053206037,0.031557147107454546,-0.02940162149460578,15.0,O8,H12_C21_O8,0,21,12,8,0,0
760,393.056546037,0.005580898583676994,-0.06708195103535596,15.0,O8,H12_C20_13C_O8,0,21,12,8,0,0
768,394.068816037,0.01519704146238815,-0.13094413436339097,14.0,O8,H14_C21_O8,0,21,14,8,0,0
785,396.084456037,0.011631613824302318,-0.15571174037132784,13.0,O8,H16_C21_O8,0,21,16,8,0,0
797,397.087946037,0.004288852862366785,0.18505976009419725,13.0,O8,H16_C20_13C_O8,0,21,16,8,0,0
804,398.100056037,0.008398350268541244,-0.2807058132487252,12.0,O8,H18_C21_O8,0,21,18,8,0,0
816,400.021916037,0.008801180908031336,-0.003447311184704138,18.0,O8,H8_C22_O8,0,22,8,8,0,0
832,402.037566037,0.03850252908933647,-0.0036140900861294247,17.0,O8,H10_C22_O8,0,22,10,8,0,0
841,403.040926037,0.011645786190946356,0.00919757730869211,17.0,O8,H10_C21_13C_O8,0,22,10,8,0,0
848,404.053246037,0.023365417409905918,0.07046843534191691,16.0,O8,H12_C22_O8,0,22,12,8,0,0
855,405.056626037,0.005540432612779852,0.13240864758774196,16.0,O8,H12_C21_13C_O8,0,22,12,8,0,0
864,406.068896037,0.01721022461020954,0.06993640809965931,15.0,O8,H14_C22_O8,0,22,14,8,0,0
878,408.08455603699997,0.012348610034927134,0.0939143602088954,14.0,O8,H16_C22_O8,0,22,16,8,0,0
895,410.100156037,0.009747971746751353,-0.028649099095371222,13.0,O8,H18_C22_O8,0,22,18,8,0,0
914,412.115866037,0.00631163132037455,0.11690158998188153,12.0,O8,H20_C22_O8,0,22,20,8,0,0
929,414.03754603699997,0.0148838639588726,-0.051814141479084794,18.0,O8,H10_C23_O8,0,23,10,8,0,0
947,416.053186037,0.036897237201359255,-0.07577636954615488,17.0,O8,H12_C23_O8,0,23,12,8,0,0
956,417.056696037,0.007438666827446874,0.29644170976898027,17.0,O8,H12_C22_13C_O8,0,23,12,8,0,0
964,418.06888603699997,0.023801002807503805,0.0440094936808992,16.0,O8,H14_C23_O8,0,23,14,8,0,0
977,419.072186037,0.005213245391503854,-0.08695637930059005,16.0,O8,H14_C22_13C_O8,0,23,14,8,0,0
984,420.084526037,0.013632948926202346,0.019817440287034117,15.0,O8,H16_C23_O8,0,23,16,8,0,0
1000,422.100206037,0.010796243314513647,0.09062066184257729,14.0,O8,H18_C23_O8,0,23,18,8,0,0
1017,424.115836037,0.007431503458951056,0.042858574169814596,13.0,O8,H20_C23_O8,0,23,20,8,0,0
1027,426.037566037,0.02190465512509734,-0.003410497330509435,19.0,O8,H10_C24_O8,0,24,10,8,0,0
1032,426.13156603699997,0.00728117303691619,0.23021763180573226,12.0,O8,H22_C23_O8,0,23,22,8,0,0
1042,428.053226037,0.02321195137062125,0.019794267444603532,18.0,O8,H12_C24_O8,0,24,12,8,0,0
1048,428.240886037,0.00431418128671787,-0.30920681399978206,4.0,O8,H36_C22_O8,0,22,36,8,0,0
1051,429.056646037,0.006258916525019536,0.17161603423807914,18.0,O8,H12_C23_13C_O8,0,24,12,8,0,0
1057,430.068836037,0.02041033360327172,-0.07347893486173068,17.0,O8,H14_C24_O8,0,24,14,8,0,0
1062,430.16272603699997,0.004798012531153702,-0.09774208094191056,10.0,O8,H26_C23_O8,0,23,26,8,0,0
1069,431.072396037,0.004171901010475279,0.4026214659384823,17.0,O8,H14_C23_13C_O8,0,24,14,8,0,0
1078,432.08446603699997,0.014177978517493235,-0.11959467203890302,16.0,O8,H16_C24_O8,0,24,16,8,0,0
1094,434.10022603699997,0.012345844029960699,0.13418790521316404,15.0,O8,H18_C24_O8,0,24,18,8,0,0
1111,436.115826037,0.009332924423001942,0.01874960617250132,14.0,O8,H20_C24_O8,0,24,20,8,0,0
1123,438.037576037,0.0077370038377666366,0.01951202480676675,20.0,O8,H10_C25_O8,0,25,10,8,0,0
1129,438.131446037,0.009836596883344883,-0.04997815201032358,13.0,O8,H22_C24_O8,0,24,22,8,0,0
1144,440.053176037,0.025712767071816498,-0.09436814051594447,19.0,O8,H12_C25_O8,0,25,12,8,0,0
1150,440.147096037,0.006082751713992718,-0.04991740298810905,12.0,O8,H24_C24_O8,0,24,24,8,0,0
1156,441.056506037,0.007313245059291074,-0.15047278301720776,19.0,O8,H12_C24_13C_O8,0,25,12,8,0,0
1163,442.068806037,0.023950608127180393,-0.13934708608498358,18.0,O8,H14_C25_O8,0,25,14,8,0,0
1167,442.16272603699997,0.007305573291290863,-0.09508942638232026,11.0,O8,H26_C24_O8,0,24,26,8,0,0
1174,443.07201603699997,0.005638869275440938,-0.46593102817773074,18.0,O8,H14_C24_13C_O8,0,25,14,8,0,0
1180,444.08437603699997,0.013378162371895463,-0.31902721116480137,17.0,O8,H16_C25_O8,0,25,16,8,0,0
1183,444.178376037,0.026142105583550054,-0.09482451693996387,10.0,O8,H28_C24_O8,0,24,28,8,0,0
1193,445.181866037,0.007330231641199375,0.20899548514592403,10.0,O8,H28_C23_13C_O8,0,24,28,8,0,0
1198,446.100176037,0.012830816738417891,0.018495845642375882,16.0,O8,H18_C25_O8,0,25,18,8,0,0
1203,446.194046037,0.036631105643935645,-0.04973844932911939,9.0,O8,H30_C24_O8,0,24,30,8,0,0
1217,447.19728603699997,0.009991283276229177,-0.3064262782129301,9.0,O8,H30_C23_13C_O8,0,24,30,8,0,0
1223,448.115796037,0.00893650039642354,-0.04869946605388125,15.0,O8,H20_C25_O8,0,25,20,8,0,0
1238,450.037496037,0.009098073070334303,-0.15877121485359222,21.0,O8,H10_C26_O8,0,26,10,8,0,0
1242,450.131346037,0.00938055911909466,-0.2708031801353783,14.0,O8,H22_C25_O8,0,25,22,8,0,0
1245,450.225536037,0.00446650975776282,0.372388917506986,7.0,O8,H34_C24_O8,0,24,34,8,0,0
1255,452.053166037,0.028556070189717387,-0.11398438027558398,20.0,O8,H12_C26_O8,0,26,12,8,0,0
1260,452.14705603699997,0.006003168686592277,-0.13705939063893896,13.0,O8,H24_C25_O8,0,25,24,8,0,0
1273,454.068866037,0.017118116644827288,-0.0035258967769626337,19.0,O8,H14_C26_O8,0,26,14,8,0,0
1278,454.162716037,0.007893153096657826,-0.11459549215179025,12.0,O8,H26_C25_O8,0,25,26,8,0,0
1286,456.084496037,0.011872550874868817,-0.04752408853884179,18.0,O8,H16_C26_O8,0,26,16,8,0,0
