peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
845,403.105736037,0.005252102404582492,0.36853358003629627,15.0,N1O6,H17_C23_N_O6,0,23,17,6,1,0
858,405.121276037,0.004114900368340408,0.09499377665774598,14.0,N1O6,H19_C23_N_O6,0,23,19,6,1,0
872,407.043116037,0.003937471863143186,0.31656105937654583,20.0,N1O6,H9_C24_N_O6,0,24,9,6,1,0
886,409.058616037,0.011436168789924962,-0.051875206085125365,19.0,N1O6,H11_C24_N_O6,0,24,11,6,1,0
905,411.074296037,0.011680910071265718,0.02117865335009113,18.0,N1O6,H13_C24_N_O6,0,24,13,6,1,0
926,413.089916037,0.006221530656483784,-0.05172723697161043,17.0,N1O6,H15_C24_N_O6,0,24,15,6,1,0
941,415.105576037,0.005769247451791872,-0.027564071936342895,16.0,N1O6,H17_C24_N_O6,0,24,17,6,1,0
959,417.121126037,0.005747856201763607,-0.2673468040487003,15.0,N1O6,H19_C24_N_O6,0,24,19,6,1,0
991,421.058566037,0.008784229388157821,-0.1691451160003384,20.0,N1O6,H11_C25_N_O6,0,25,11,6,1,0
1009,423.074236037,0.015604597198038332,-0.12124113366633496,19.0,N1O6,H13_C25_N_O6,0,25,13,6,1,0
1025,425.089786037,0.009582520335242413,-0.35608477305802755,18.0,N1O6,H15_C25_N_O6,0,25,15,6,1,0
1054,429.121116037,0.004422755747159101,-0.283174132983718,16.0,N1O6,H19_C25_N_O6,0,25,19,6,1,0
1072,431.136956037,0.004427869934510771,0.15867347737642057,15.0,N1O6,H21_C25_N_O6,0,25,21,6,1,0
1102,435.074326037,0.008008901152021687,0.08896410953633102,20.0,N1O6,H13_C26_N_O6,0,26,13,6,1,0
1120,437.089846037,0.006485998228173186,-0.20903711412306486,19.0,N1O6,H15_C26_N_O6,0,26,15,6,1,0
1140,439.105546037,0.005117222652543228,-0.0943782202574814,18.0,N1O6,H17_C26_N_O6,0,26,17,6,1,0
1158,441.121356037,0.004195287387677396,0.2685972882950034,17.0,N1O6,H19_C26_N_O6,0,26,19,6,1,0
1176,443.136796037,0.004280185722156821,-0.2066856121476756,16.0,N1O6,H21_C26_N_O6,0,26,21,6,1,0
1177,444.046306037,0.007049072106088414,-0.08104109741311301,23.0,N1O6,H9_C26_13C_N_O6,0,27,9,6,1,0
1214,447.074236037,0.00787564983670914,-0.11473262350528146,21.0,N1O6,H13_C27_N_O6,0,27,13,6,1,0
1234,449.089946037,0.006507561866539148,0.019221093858469426,20.0,N1O6,H15_C27_N_O6,0,27,15,6,1,0
1297,458.062036037,0.005818580708680879,0.09592587150858031,23.0,N1O6,H11_C27_13C_N_O6,0,28,11,6,1,0
1310,459.074326037,0.005736004747033306,0.08431314452309728,22.0,N1O6,H13_C28_N_O6,0,28,13,6,1,0
1384,468.046486037,0.00825439918894657,0.3076916595960277,25.0,N1O6,H9_C28_13C_N_O6,0,29,9,6,1,0
1421,473.089856037,0.004905098803007358,-0.1719926964363185,22.0,N1O6,H15_C29_N_O6,0,29,15,6,1,0
1444,475.293266037,0.061944828289046204,-0.25737793630814887,7.0,N1O6,H41_C27_N_O6,0,27,41,6,1,0
1456,476.296546037,0.008738533330405134,-0.41396479067312986,7.0,N1O6,H41_C26_13C_N_O6,0,27,41,6,1,0
135,289.022336037,0.00469348237903047,0.2916314397634981,10.0,N1O7,H7_C13_N_O7,0,13,7,7,1,0
186,301.022216037,0.00971165283541304,-0.11863576206806219,11.0,N1O7,H7_C14_N_O7,0,14,7,7,1,0
196,303.037846037,0.003394333186867202,-0.18408921753914564,10.0,N1O7,H9_C14_N_O7,0,14,9,7,1,0
252,315.037886037,0.007770498794386577,-0.050108258875089275,11.0,N1O7,H9_C15_N_O7,0,15,9,7,1,0
264,317.05366603699997,0.0034050100634321783,0.3600021452633324,10.0,N1O7,H11_C15_N_O7,0,15,11,7,1,0
302,325.02223603699997,0.010755869381457818,-0.04834130809337263,13.0,N1O7,H7_C16_N_O7,0,16,7,7,1,0
313,327.037876037,0.01244930527699567,-0.07884713627996219,12.0,N1O7,H9_C16_N_O7,0,16,9,7,1,0
324,329.053606037,0.004169049785285407,0.1645324621321276,11.0,N1O7,H11_C16_N_O7,0,16,11,7,1,0
337,331.06915603699997,0.003796808336282383,-0.13874442597808745,10.0,N1O7,H13_C16_N_O7,0,16,13,7,1,0
364,337.022196037,0.004636097028458366,-0.16530661974322391,14.0,N1O7,H7_C17_N_O7,0,17,7,7,1,0
375,339.03790603699997,0.018166606376361583,0.012429288659074302,13.0,N1O7,H9_C17_N_O7,0,17,9,7,1,0
391,341.053556037,0.01062053577085716,0.012138855947963288,12.0,N1O7,H11_C17_N_O7,0,17,11,7,1,0
409,343.069236037,0.00459391837455648,0.09929774061208932,11.0,N1O7,H13_C17_N_O7,0,17,13,7,1,0
446,349.022126037,0.0065124262368929705,-0.36018346867151074,15.0,N1O7,H7_C18_N_O7,0,18,7,7,1,0
458,351.037886037,0.03650966341672803,-0.04496950493639595,14.0,N1O7,H9_C18_N_O7,0,18,9,7,1,0
471,353.053556037,0.007928846248069754,0.011726266217921612,13.0,N1O7,H11_C18_N_O7,0,18,11,7,1,0
484,355.069206037,0.006977329339244238,0.01145128882414341,12.0,N1O7,H13_C18_N_O7,0,18,13,7,1,0
524,361.022126037,0.004142843349146561,-0.34821134477012095,16.0,N1O7,H7_C19_N_O7,0,19,7,7,1,0
537,363.037886037,0.009955825819606643,-0.04348306487051877,15.0,N1O7,H9_C19_N_O7,0,19,9,7,1,0
552,365.053566037,0.017280294138838106,0.038734041460077216,14.0,N1O7,H11_C19_N_O7,0,19,11,7,1,0
572,367.069226037,0.006834061969327886,0.06556256512446355,13.0,N1O7,H13_C19_N_O7,0,19,13,7,1,0
593,369.084686037,0.004523018557465279,-0.4497829530408528,12.0,N1O7,H15_C19_N_O7,0,19,15,7,1,0
635,375.037866037,0.023294463051871717,-0.09541969810541907,16.0,N1O7,H9_C20_N_O7,0,20,9,7,1,0
641,376.041326037,0.004965925102715521,0.1844850425118848,16.0,N1O7,H9_C19_13C_N_O7,0,20,9,7,1,0
647,377.053566037,0.019934941108847037,0.03750130297794894,15.0,N1O7,H11_C20_N_O7,0,20,11,7,1,0
663,379.069086037,0.007802546468126194,-0.3058387092950245,14.0,N1O7,H13_C20_N_O7,0,20,13,7,1,0
678,381.084746037,0.006114142461552806,-0.2781743459722226,13.0,N1O7,H15_C20_N_O7,0,20,15,7,1,0
694,383.100656037,0.003727670873411873,0.40176908510853826,12.0,N1O7,H17_C20_N_O7,0,20,17,7,1,0
714,385.116106037,0.00372534850058002,-0.11984957059927998,11.0,N1O7,H19_C20_N_O7,0,20,19,7,1,0
723,387.037896037,0.008991253659523182,-0.014949440438507641,17.0,N1O7,H9_C21_N_O7,0,21,9,7,1,0
735,389.053546037,0.01623657040917115,-0.015062194001751517,16.0,N1O7,H11_C21_N_O7,0,21,11,7,1,0
749,391.069186037,0.014227813843241467,-0.040744708466884286,15.0,N1O7,H13_C21_N_O7,0,21,13,7,1,0
762,393.084836037,0.011358428954214302,-0.04072403339207093,14.0,N1O7,H15_C21_N_O7,0,21,15,7,1,0
780,395.100546037,0.00432379510186705,0.11115651576411568,13.0,N1O7,H17_C21_N_O7,0,21,17,7,1,0
809,399.037846037,0.01274357752614381,-0.1398012757830664,18.0,N1O7,H9_C22_N_O7,0,22,9,7,1,0
813,399.13165603699997,0.00460513725174252,-0.36637033864037866,11.0,N1O7,H21_C21_N_O7,0,21,21,7,1,0
828,401.053556037,0.021691664464145933,0.010322810960776627,17.0,N1O7,H11_C22_N_O7,0,22,11,7,1,0
842,403.069176037,0.01019673900851058,-0.06434131297768729,16.0,N1O7,H13_C22_N_O7,0,22,13,7,1,0
856,405.084796037,0.005233567249471153,-0.13826240962217787,15.0,N1O7,H15_C22_N_O7,0,22,15,7,1,0
890,409.116056037,0.006007381000493623,-0.2350335522352463,13.0,N1O7,H19_C22_N_O7,0,22,19,7,1,0
903,411.037956037,0.003883283488381758,0.13189536209136424,19.0,N1O7,H9_C23_N_O7,0,23,9,7,1,0
907,411.131696037,0.004855876088922467,-0.2583843595510915,12.0,N1O7,H21_C22_N_O7,0,22,21,7,1,0
923,413.05357603699997,0.013449527734892986,0.05844278174572603,18.0,N1O7,H11_C23_N_O7,0,23,11,7,1,0
940,415.069136037,0.01722787542288795,-0.15885064496106208,17.0,N1O7,H13_C23_N_O7,0,23,13,7,1,0
958,417.084846037,0.009199000598383295,-0.014404742994191914,16.0,N1O7,H15_C23_N_O7,0,23,15,7,1,0
994,421.116066037,0.0066421187556747596,-0.20458967705242562,14.0,N1O7,H19_C23_N_O7,0,23,19,7,1,0
1006,423.037886037,0.006155901831955379,-0.03731580662168443,20.0,N1O7,H9_C24_N_O7,0,24,9,7,1,0
1011,423.131786037,0.005060066179142644,-0.03835684414904613,13.0,N1O7,H21_C23_N_O7,0,23,21,7,1,0
1022,425.053546037,0.020133083972012078,-0.013786498294425614,19.0,N1O7,H11_C24_N_O7,0,24,11,7,1,0
1038,427.069176037,0.015406571695295284,-0.06072552518940937,18.0,N1O7,H13_C24_N_O7,0,24,13,7,1,0
1053,429.084906037,0.009246955235543433,0.12583057396210065,17.0,N1O7,H15_C24_N_O7,0,24,15,7,1,0
1071,431.100486037,0.006429403234301879,-0.037304527519581694,16.0,N1O7,H17_C24_N_O7,0,24,17,7,1,0
1104,435.13165603699997,0.004127472542674638,-0.33605920864543265,14.0,N1O7,H21_C24_N_O7,0,24,21,7,1,0
1106,436.041386037,0.004172106999929645,0.29670119438669146,21.0,N1O7,H9_C24_13C_N_O7,0,25,9,7,1,0
1117,437.053606037,0.006728256435689322,0.12387496472682756,20.0,N1O7,H11_C25_N_O7,0,25,11,7,1,0
1138,439.069266037,0.011550344897395927,0.14591319627389174,19.0,N1O7,H13_C25_N_O7,0,25,13,7,1,0
1157,441.084786037,0.010211029709522017,-0.1496492331308826,18.0,N1O7,H15_C25_N_O7,0,25,15,7,1,0
1175,443.100346037,0.006998787304533137,-0.35224978118079275,17.0,N1O7,H17_C25_N_O7,0,25,17,7,1,0
1192,445.116246037,0.004549534708244733,0.21083031878461822,16.0,N1O7,H19_C25_N_O7,0,25,19,7,1,0
1210,447.037876037,0.00412563227282109,-0.05768191324008637,22.0,N1O7,H9_C26_N_O7,0,26,9,7,1,0
1216,447.131846037,0.005017478955140962,0.0978905896224044,15.0,N1O7,H21_C25_N_O7,0,25,21,7,1,0
1219,448.04103603699997,0.005511509355917813,-0.49242364480293654,22.0,N1O7,H9_C25_13C_N_O7,0,26,9,7,1,0
1230,449.053386037,0.006386292027669232,-0.36935474742808266,21.0,N1O7,H11_C26_N_O7,0,26,11,7,1,0
1236,449.147376037,0.00525657281401768,-0.1698863313423266,14.0,N1O7,H23_C25_N_O7,0,25,23,7,1,0
1249,451.069136037,0.014555109172458053,-0.14617271432532658,20.0,N1O7,H13_C26_N_O7,0,26,13,7,1,0
1268,453.084906037,0.009404247906346804,0.11916530276270253,19.0,N1O7,H15_C26_N_O7,0,26,15,7,1,0
1282,455.100656037,0.005094156216408532,0.3382065001197288,18.0,N1O7,H17_C26_N_O7,0,26,17,7,1,0
1295,457.116156037,0.006137703174983441,0.008409241277695302,17.0,N1O7,H19_C26_N_O7,0,26,19,7,1,0
1312,459.131716037,0.005309803800440374,-0.1878110288472796,16.0,N1O7,H21_C26_N_O7,0,26,21,7,1,0
1314,460.04121603699997,0.006060967963963934,-0.08830947873823737,23.0,N1O7,H9_C26_13C_N_O7,0,27,9,7,1,0
1325,461.053686037,0.0056226097437817365,0.29094225697037585,22.0,N1O7,H11_C27_N_O7,0,27,11,7,1,0
1342,463.069296037,0.00743914454767083,0.20313590392639305,21.0,N1O7,H13_C27_N_O7,0,27,13,7,1,0
1360,465.08482603699997,0.008503717526744987,-0.05592098164521559,20.0,N1O7,H15_C27_N_O7,0,27,15,7,1,0
1382,467.100356037,0.0066032734299410496,-0.31274221496492055,19.0,N1O7,H17_C27_N_O7,0,27,17,7,1,0
1411,471.131846037,0.005323648434453704,0.092903930005357,17.0,N1O7,H21_C27_N_O7,0,27,21,7,1,0
1419,473.053376037,0.004312093147757295,-0.3717550890967934,23.0,N1O7,H11_C28_N_O7,0,28,11,7,1,0
1439,475.069146037,0.010402716775532126,-0.11773865016230609,22.0,N1O7,H13_C28_N_O7,0,28,13,7,1,0
1443,475.162966037,0.005861175724245846,-0.2870131086112715,15.0,N1O7,H25_C27_N_O7,0,27,25,7,1,0
1461,477.084766037,0.008940140517396092,-0.1802782358718502,21.0,N1O7,H15_C28_N_O7,0,28,15,7,1,0
1474,479.100476037,0.008245503658537793,-0.05443951994280731,20.0,N1O7,H17_C28_N_O7,0,28,17,7,1,0
1488,481.116126037,0.0049079695071054434,-0.05436525303880884,19.0,N1O7,H19_C28_N_O7,0,28,19,7,1,0
1505,484.041286037,0.005780598785553769,0.06068490625004869,25.0,N1O7,H9_C28_13C_N_O7,0,29,9,7,1,0
1530,487.069076037,0.005478652820514597,-0.2585547023568102,23.0,N1O7,H13_C29_N_O7,0,29,13,7,1,0
1533,487.163196037,0.004397813005190658,0.19217790007560023,16.0,N1O7,H25_C28_N_O7,0,28,25,7,1,0
1547,489.084876037,0.0059089750171129754,0.049054880245763315,22.0,N1O7,H15_C29_N_O7,0,29,15,7,1,0
1598,498.057026037,0.004710425620367994,0.23953080433476912,25.0,N1O7,H11_C29_13C_N_O7,0,30,11,7,1,0
1607,499.069436037,0.005905927541922844,0.4690048781133449,24.0,N1O7,H13_C30_N_O7,0,30,13,7,1,0
1622,501.084926037,0.006066884682334035,0.1476635918718386,23.0,N1O7,H15_C30_N_O7,0,30,15,7,1,0
1633,503.100606037,0.006429283439016361,0.20655510804240887,22.0,N1O7,H17_C30_N_O7,0,30,17,7,1,0
1644,505.116036037,0.006359824087187609,-0.22995904237079098,21.0,N1O7,H19_C30_N_O7,0,30,19,7,1,0
1658,507.131576037,0.005736834061550532,-0.44609724703163595,20.0,N1O7,H21_C30_N_O7,0,30,21,7,1,0
1735,521.147486037,0.005303583698074835,0.06465732055194662,20.0,N1O7,H23_C31_N_O7,0,31,23,7,1,0
1776,534.056766037,0.005412143062362199,-0.26345513983191565,28.0,N1O7,H11_C32_13C_N_O7,0,33,11,7,1,0
1781,535.162846037,0.0049401866473465245,-0.4790653943975564,20.0,N1O7,H25_C32_N_O7,0,32,25,7,1,0
195,303.001366037,0.004098515197723225,-0.495964760633761,11.0,N1O8,H5_C13_N_O8,0,13,5,8,1,0
262,317.01712603699997,0.00869350393828608,-0.12728649882817863,11.0,N1O8,H7_C14_N_O8,0,14,7,8,1,0
335,331.032816037,0.0038860231968221026,-0.0012868816072458835,11.0,N1O8,H9_C15_N_O8,0,15,9,8,1,0
347,333.048346037,0.003492857017642547,-0.36180933330153914,10.0,N1O8,H11_C15_N_O8,0,15,11,8,1,0
390,341.017166037,0.007254532221124165,-0.0010322061883724029,13.0,N1O8,H7_C16_N_O8,0,16,7,8,1,0
406,343.032806037,0.010300535292766836,-0.030393594529791675,12.0,N1O8,H9_C16_N_O8,0,16,9,8,1,0
424,345.048406037,0.004798046619243076,-0.17533771772095924,11.0,N1O8,H11_C16_N_O8,0,16,11,8,1,0
470,353.017086037,0.0038756852532600555,-0.22761504520847053,14.0,N1O8,H7_C17_N_O8,0,17,7,8,1,0
482,355.03279603699997,0.011491645694464767,-0.057532713249883516,13.0,N1O8,H9_C17_N_O8,0,17,9,8,1,0
497,357.048526037,0.006429715870778719,0.16664401509753876,12.0,N1O8,H11_C17_N_O8,0,17,11,8,1,0
513,359.064076037,0.00548526590985336,-0.11299932985676348,11.0,N1O8,H13_C17_N_O8,0,17,13,8,1,0
569,367.032816037,0.03640803562192873,-0.0011606592755179718,14.0,N1O8,H9_C18_N_O8,0,18,9,8,1,0
589,369.048416037,0.00930311487581615,-0.13683841427994908,13.0,N1O8,H11_C18_N_O8,0,18,11,8,1,0
605,371.064106037,0.0038216405354467085,-0.02849642370330451,12.0,N1O8,H13_C18_N_O8,0,18,13,8,1,0
622,373.079816037,0.00365368900606846,0.13228268562833184,11.0,N1O8,H15_C18_N_O8,0,18,15,8,1,0
660,379.032856037,0.01354954024122861,0.10440783520487372,15.0,N1O8,H9_C19_N_O8,0,19,9,8,1,0
676,381.048426037,0.011914491886090488,-0.1062857034541368,14.0,N1O8,H11_C19_N_O8,0,19,11,8,1,0
692,383.064156037,0.0077263600753456245,0.10292270727862769,13.0,N1O8,H13_C19_N_O8,0,19,13,8,1,0
712,385.079746037,0.0038444620243106107,-0.05362006230448423,12.0,N1O8,H15_C19_N_O8,0,19,15,8,1,0
726,387.095446037,0.0050060696716271265,0.07563509284147805,11.0,N1O8,H17_C19_N_O8,0,19,17,8,1,0
747,391.032806037,0.021173080899564926,-0.02666272445508143,16.0,N1O8,H9_C20_N_O8,0,20,9,8,1,0
759,393.048436037,0.02047087161513831,-0.07759857865702631,15.0,N1O8,H11_C20_N_O8,0,20,11,8,1,0
778,395.064076037,0.006478433107195448,-0.10270232711318196,14.0,N1O8,H13_C20_N_O8,0,20,13,8,1,0
796,397.079826037,0.006386699623823617,0.14947120478571063,13.0,N1O8,H15_C20_N_O8,0,20,15,8,1,0
827,401.017076037,0.006237117191864181,-0.22530711376512644,18.0,N1O8,H7_C21_N_O8,0,21,7,8,1,0
840,403.032866037,0.013264420157104972,0.12300237582666992,17.0,N1O8,H9_C21_N_O8,0,21,9,8,1,0
854,405.048456037,0.014742688136725761,-0.025922824336184865,16.0,N1O8,H11_C21_N_O8,0,21,11,8,1,0
863,406.051836037,0.004748175257514649,0.03610376491965193,16.0,N1O8,H11_C20_13C_N_O8,0,21,11,8,1,0
873,407.064056037,0.010829497219644435,-0.14880704664491765,15.0,N1O8,H13_C21_N_O8,0,21,13,8,1,0
888,409.079726037,0.009087027068458665,-0.09936449399443152,14.0,N1O8,H15_C21_N_O8,0,21,15,8,1,0
927,413.111036037,0.005213785444234096,-0.07454654374400715,12.0,N1O8,H19_C21_N_O8,0,21,19,8,1,0
939,415.032766037,0.010813030724585455,-0.1214988408131201,18.0,N1O8,H9_C22_N_O8,0,22,9,8,1,0
955,417.048446037,0.028027323991748263,-0.04915496063597307,17.0,N1O8,H11_C22_N_O8,0,22,11,8,1,0
963,418.051736037,0.006151390029840236,-0.20413741311164407,17.0,N1O8,H11_C21_13C_N_O8,0,22,11,8,1,0
976,419.063976037,0.010405274843153373,-0.3354475880483432,16.0,N1O8,H13_C22_N_O8,0,22,13,8,1,0
992,421.079706037,0.005206891371644342,-0.14402973859316398,15.0,N1O8,H15_C22_N_O8,0,22,15,8,1,0
1010,423.095516037,0.005651392265531926,0.23464677900647046,14.0,N1O8,H17_C22_N_O8,0,22,17,8,1,0
1037,427.032846037,0.007334176120112776,0.06925462602441661,19.0,N1O8,H9_C23_N_O8,0,23,9,8,1,0
1050,429.048446037,0.014940568034629906,-0.04778015195625393,18.0,N1O8,H11_C23_N_O8,0,23,11,8,1,0
1068,431.064156037,0.013678834903310124,0.09146202357253434,17.0,N1O8,H13_C23_N_O8,0,23,13,8,1,0
1087,433.079726037,0.008098748590105667,-0.09385800705335819,16.0,N1O8,H15_C23_N_O8,0,23,15,8,1,0
1103,435.095366037,0.004472954841518235,-0.11657674126520359,15.0,N1O8,H17_C23_N_O8,0,23,17,8,1,0
1121,437.110996037,0.005023480406761795,-0.1619634385170403,14.0,N1O8,H19_C23_N_O8,0,23,19,8,1,0
1136,439.032786037,0.008163354284980115,-0.0693023412698976,20.0,N1O8,H9_C24_N_O8,0,24,9,8,1,0
1141,439.126716037,0.005891694790663343,-0.001981204785359844,13.0,N1O8,H21_C23_N_O8,0,23,21,8,1,0
1155,441.048446037,0.021570414104184234,-0.04648015457812703,19.0,N1O8,H11_C24_N_O8,0,24,11,8,1,0
1173,443.064016037,0.013722627384757565,-0.22699654304236008,18.0,N1O8,H13_C24_N_O8,0,24,13,8,1,0
1190,445.079866037,0.007432694107215657,0.2232228586100277,17.0,N1O8,H15_C24_N_O8,0,24,15,8,1,0
1215,447.095486037,0.006773665666518553,0.15495124024430124,16.0,N1O8,H17_C24_N_O8,0,24,17,8,1,0
1235,449.110906037,0.005145276663126203,-0.35803183082501056,15.0,N1O8,H19_C24_N_O8,0,24,19,8,1,0
1251,451.126666037,0.0050388312473527985,-0.11276212152457561,14.0,N1O8,H21_C24_N_O8,0,24,21,8,1,0
1267,453.048516037,0.01146162382717944,0.10925982161590869,20.0,N1O8,H11_C25_N_O8,0,25,11,8,1,0
1269,453.14239603699997,0.00427318743740812,0.06412112455332507,13.0,N1O8,H23_C24_N_O8,0,24,23,8,1,0
1281,455.063976037,0.013616159568239715,-0.3089104112871608,19.0,N1O8,H13_C25_N_O8,0,25,13,8,1,0
1294,457.079836037,0.009173449627505862,0.15172841713330942,18.0,N1O8,H15_C25_N_O8,0,25,15,8,1,0
1311,459.095426037,0.004208166841788707,0.02020930622225205,17.0,N1O8,H17_C25_N_O8,0,25,17,8,1,0
1328,461.11096603699997,0.004275881857386866,-0.21859380364772554,16.0,N1O8,H19_C25_N_O8,0,25,19,8,1,0
1345,463.126556037,0.005442663589697813,-0.34735645764239537,15.0,N1O8,H21_C25_N_O8,0,25,21,8,1,0
1357,465.048496037,0.010985949375558357,0.06343424458007371,21.0,N1O8,H11_C26_N_O8,0,26,11,8,1,0
1361,465.142366037,0.005941757045692272,-0.002029486095758006,14.0,N1O8,H23_C25_N_O8,0,25,23,8,1,0
1380,467.06413603699997,0.017473964644677136,0.0415917183434601,20.0,N1O8,H13_C26_N_O8,0,26,13,8,1,0
1383,467.157946037,0.005740746887238084,-0.1520213892836594,13.0,N1O8,H25_C25_N_O8,0,25,25,8,1,0
1397,469.07971603699997,0.01163112685159696,-0.10797311902663474,19.0,N1O8,H15_C26_N_O8,0,26,15,8,1,0
1410,471.095446037,0.00808612674455549,0.0621487647623445,18.0,N1O8,H17_C26_N_O8,0,26,17,8,1,0
1422,473.111096037,0.009140775219894448,0.061727573687794336,17.0,N1O8,H19_C26_N_O8,0,26,19,8,1,0
1436,475.032626037,0.0055366926624027014,-0.4008693077551282,23.0,N1O8,H9_C27_N_O8,0,27,9,8,1,0
1442,475.126836037,0.0044830307937647985,0.250733048513339,16.0,N1O8,H21_C26_N_O8,0,26,21,8,1,0
1445,476.036026037,0.005881999164099664,-0.3051575763216518,23.0,N1O8,H9_C26_13C_N_O8,0,27,9,8,1,0
1459,477.048346037,0.007609616647772012,-0.2525949434287271,22.0,N1O8,H11_C27_N_O8,0,27,11,8,1,0
1473,479.064216037,0.011640282912403103,0.20754211375306827,21.0,N1O8,H13_C27_N_O8,0,27,13,8,1,0
1486,481.079726037,0.009552389873043791,-0.08449327165768139,20.0,N1O8,H15_C27_N_O8,0,27,15,8,1,0
1504,483.095356037,0.006887047521507079,-0.12569361138534643,19.0,N1O8,H17_C27_N_O8,0,27,17,8,1,0
1517,485.111126037,0.0065743793914413325,0.12204214025090329,18.0,N1O8,H19_C27_N_O8,0,27,19,8,1,0
1532,487.126756037,0.005409994051813453,0.0803281683392742,17.0,N1O8,H21_C27_N_O8,0,27,21,8,1,0
1545,489.048326037,0.004726054522373757,-0.28729267130893377,23.0,N1O8,H11_C28_N_O8,0,28,11,8,1,0
1561,491.064156037,0.011419536724146162,0.08028686173901908,22.0,N1O8,H13_C28_N_O8,0,28,13,8,1,0
1573,493.079856037,0.008572642182543255,0.1812120266886142,21.0,N1O8,H15_C28_N_O8,0,28,15,8,1,0
1583,495.095346037,0.008629929164628876,-0.14284521251235394,20.0,N1O8,H17_C28_N_O8,0,28,17,8,1,0
1609,500.036306037,0.006237624130450458,0.26944843484620445,25.0,N1O8,H9_C28_13C_N_O8,0,29,9,8,1,0
1631,503.064156037,0.005998344734972999,0.07837171368224247,23.0,N1O8,H13_C29_N_O8,0,29,13,8,1,0
1643,505.079786037,0.009596031879925278,0.038314738726407865,22.0,N1O8,H15_C29_N_O8,0,29,15,8,1,0
1657,507.095376037,0.007489030031607714,-0.08030441976355294,21.0,N1O8,H17_C29_N_O8,0,29,17,8,1,0
1669,509.111176037,0.007187159547337872,0.2144993180440291,20.0,N1O8,H19_C29_N_O8,0,29,19,8,1,0
1696,515.063896037,0.005993962467597482,-0.42824589682743314,24.0,N1O8,H13_C30_N_O8,0,30,13,8,1,0
1711,517.079796037,0.00759390690829716,0.05676493317772791,23.0,N1O8,H15_C30_N_O8,0,30,15,8,1,0
1734,521.110886037,0.00485968178061484,-0.3469434334216944,21.0,N1O8,H19_C30_N_O8,0,30,19,8,1,0
1762,529.079746037,0.006598389580679013,-0.03902625301044572,24.0,N1O8,H15_C31_N_O8,0,31,15,8,1,0
1810,543.095486037,0.006982413334288177,0.12756136232062523,24.0,N1O8,H17_C32_N_O8,0,32,17,8,1,0
1824,547.126466037,0.006999256259248397,-0.4585228745419799,22.0,N1O8,H21_C32_N_O8,0,32,21,8,1,0
918,412.196096037,0.003926467740920208,0.1262651454196451,1.0,N1O8S1,H33_C16_13C_N_O8_S,0,17,33,8,1,1
423,345.012136037,0.0036874815030113746,0.15943786973919555,12.0,N1O9,H7_C15_N_O9,0,15,7,9,1,0
495,357.012016037,0.004028364344652864,-0.1820442927909792,13.0,N1O9,H7_C16_N_O9,0,16,7,9,1,0
510,359.027836037,0.00606689880454249,0.2922726024154726,12.0,N1O9,H9_C16_N_O9,0,16,9,9,1,0
588,369.012176037,0.005169663282265126,0.25746575908942126,14.0,N1O9,H7_C17_N_O9,0,17,7,9,1,0
619,373.043426037,0.0038441162736898063,0.12025409609617557,12.0,N1O9,H11_C17_N_O9,0,17,11,9,1,0
689,383.027716037,0.014974816824997742,-0.0393339682020851,14.0,N1O9,H9_C18_N_O9,0,18,9,9,1,0
710,385.043296037,0.005252112631009305,-0.22111799085046463,13.0,N1O9,H11_C18_N_O9,0,18,11,9,1,0
758,393.012116037,0.004064885349663899,0.08907613421837797,16.0,N1O9,H7_C19_N_O9,0,19,7,9,1,0
775,395.027796037,0.013599226553329003,0.16437830607583634,15.0,N1O9,H9_C19_N_O9,0,19,9,9,1,0
794,397.043356037,0.007493651889554267,-0.06331802209720018,14.0,N1O9,H11_C19_N_O9,0,19,11,9,1,0
811,399.059096037,0.004232490641448638,0.16234688219375057,13.0,N1O9,H13_C19_N_O9,0,19,13,9,1,0
844,403.090266037,0.0040044223315939325,-0.16215226586651293,11.0,N1O9,H17_C19_N_O9,0,19,17,9,1,0
